일별,M001_한식,M002_일식/중식/양식,M003_제과/커피/패스트푸드,M004_기타요식,M005_유흥,M006_백화점,M007_할인점/슈퍼마켓,M008_편의점,M009_기타유통,M010_음/식료품,M011_의복/의류,M012_패션/잡화,M013_스포츠/문화/레저,M014_스포츠/문화/레저용품,M015_숙박,M016_여행,M017_미용서비스,M018_화장품,M019_서비스,M020_인테리어,M021_학원,M022_유아교육,M023_교육용품,M024_병원,M025_약국,M026_기타의료,M027_가전/가구,M028_자동차판매,M029_자동차서비스/용품,M030_주유
2019-03-31,3676 ,892 ,2379 ,3506 ,155 ,965 ,6920 ,5000 ,505 ,1229 ,386 ,135 ,1521 ,353 ,163 ,52 ,536 ,119 ,180 ,45 ,73 ,1 ,150 ,175 ,320 ,9 ,210 ,0 ,237 ,1936 
2019-04-01,3667 ,654 ,2105 ,3251 ,84 ,442 ,6164 ,5683 ,1335 ,1458 ,232 ,116 ,1029 ,202 ,88 ,53 ,328 ,162 ,368 ,145 ,254 ,52 ,207 ,2066 ,1646 ,22 ,437 ,11 ,374 ,1989 
2019-04-02,3797 ,725 ,2167 ,3487 ,97 ,465 ,6138 ,5835 ,757 ,1493 ,248 ,117 ,950 ,210 ,88 ,44 ,300 ,135 ,311 ,135 ,208 ,34 ,204 ,1729 ,1338 ,19 ,304 ,11 ,355 ,1941 
2019-04-03,3865 ,756 ,2213 ,3582 ,100 ,491 ,6283 ,5899 ,624 ,1490 ,265 ,123 ,972 ,220 ,93 ,48 ,341 ,141 ,341 ,136 ,180 ,21 ,204 ,1649 ,1273 ,21 ,290 ,11 ,358 ,1935 
2019-04-04,3895 ,770 ,2186 ,3641 ,103 ,497 ,6244 ,5974 ,559 ,1523 ,277 ,121 ,955 ,228 ,93 ,50 ,345 ,163 ,305 ,137 ,150 ,15 ,198 ,1634 ,1294 ,21 ,273 ,9 ,359 ,1938 
2019-04-05,4141 ,855 ,2384 ,3998 ,135 ,618 ,6568 ,6161 ,955 ,1631 ,312 ,141 ,1094 ,258 ,112 ,51 ,400 ,161 ,696 ,141 ,145 ,13 ,194 ,1760 ,1385 ,21 ,318 ,9 ,380 ,2078 
2019-04-06,4390 ,998 ,2604 ,4259 ,208 ,948 ,7465 ,5920 ,473 ,1702 ,461 ,187 ,1598 ,406 ,191 ,53 ,615 ,173 ,349 ,128 ,119 ,1 ,184 ,1276 ,1139 ,18 ,264 ,4 ,398 ,2153 
2019-04-07,3802 ,934 ,2426 ,3830 ,160 ,943 ,6857 ,5565 ,532 ,1319 ,421 ,146 ,1434 ,382 ,160 ,52 ,526 ,122 ,178 ,59 ,67 ,1 ,149 ,182 ,323 ,7 ,225 ,1 ,272 ,1956 
2019-04-08,3714 ,668 ,2146 ,3396 ,83 ,445 ,6290 ,5942 ,875 ,1508 ,260 ,123 ,936 ,221 ,88 ,53 ,331 ,146 ,360 ,145 ,150 ,11 ,204 ,2124 ,1685 ,21 ,358 ,11 ,381 ,1968 
2019-04-09,3649 ,689 ,1976 ,3248 ,94 ,446 ,5613 ,5744 ,555 ,1359 ,211 ,97 ,842 ,173 ,90 ,44 ,270 ,116 ,288 ,123 ,119 ,7 ,181 ,1705 ,1266 ,20 ,264 ,10 ,323 ,1747 
2019-04-10,3854 ,755 ,2190 ,3496 ,104 ,481 ,5975 ,5887 ,698 ,1489 ,243 ,116 ,927 ,201 ,90 ,53 ,327 ,155 ,951 ,150 ,116 ,7 ,208 ,1634 ,1259 ,20 ,1004 ,9 ,342 ,1852 
2019-04-11,3944 ,793 ,2305 ,3728 ,111 ,504 ,6333 ,6124 ,859 ,1550 ,291 ,131 ,970 ,235 ,95 ,57 ,340 ,191 ,320 ,133 ,108 ,6 ,200 ,1639 ,1294 ,21 ,298 ,11 ,361 ,1948 
2019-04-12,4239 ,888 ,2457 ,4144 ,140 ,653 ,6681 ,6329 ,497 ,1662 ,338 ,150 ,1138 ,283 ,117 ,53 ,412 ,200 ,332 ,142 ,103 ,92 ,189 ,1797 ,1395 ,21 ,286 ,10 ,398 ,2119 
2019-04-13,4557 ,1043 ,2779 ,4586 ,202 ,953 ,7715 ,6290 ,462 ,1781 ,512 ,201 ,1565 ,457 ,194 ,56 ,601 ,222 ,374 ,138 ,91 ,9 ,195 ,1262 ,1129 ,17 ,268 ,7 ,424 ,2220 
2019-04-14,3637 ,916 ,2381 ,3557 ,164 ,964 ,5426 ,5378 ,542 ,1305 ,377 ,124 ,1399 ,341 ,166 ,57 ,527 ,132 ,168 ,43 ,53 ,7 ,150 ,176 ,295 ,5 ,208 ,0 ,229 ,1743 
2019-04-15,3796 ,683 ,2221 ,3522 ,87 ,145 ,6540 ,6100 ,637 ,1565 ,279 ,125 ,970 ,238 ,88 ,57 ,335 ,145 ,770 ,153 ,122 ,247 ,210 ,2153 ,1718 ,22 ,656 ,11 ,384 ,2009 
2019-04-16,3872 ,743 ,2253 ,3734 ,100 ,507 ,6389 ,6351 ,498 ,1543 ,285 ,123 ,949 ,237 ,90 ,48 ,297 ,137 ,336 ,138 ,104 ,195 ,200 ,1772 ,1376 ,21 ,307 ,11 ,366 ,1910 
2019-04-17,3944 ,768 ,2292 ,3836 ,103 ,512 ,6621 ,6437 ,504 ,1564 ,308 ,127 ,949 ,248 ,93 ,51 ,345 ,143 ,384 ,142 ,100 ,138 ,202 ,1682 ,1308 ,22 ,290 ,10 ,372 ,1899 
2019-04-18,3895 ,759 ,2207 ,3649 ,106 ,484 ,6290 ,6256 ,746 ,1513 ,290 ,117 ,958 ,231 ,97 ,54 ,331 ,133 ,317 ,134 ,96 ,101 ,190 ,1633 ,1291 ,20 ,282 ,9 ,349 ,1883 
2019-04-19,4182 ,861 ,2409 ,4054 ,139 ,608 ,6682 ,6412 ,537 ,1646 ,335 ,137 ,1081 ,271 ,112 ,53 ,394 ,149 ,327 ,141 ,100 ,77 ,188 ,1779 ,1386 ,20 ,304 ,10 ,383 ,2064 
2019-04-20,4485 ,1030 ,2743 ,4533 ,205 ,942 ,7704 ,6394 ,450 ,1757 ,515 ,199 ,1566 ,478 ,190 ,55 ,600 ,159 ,380 ,141 ,90 ,9 ,196 ,1266 ,1131 ,17 ,273 ,6 ,434 ,2198 
2019-04-21,3788 ,899 ,2443 ,3844 ,163 ,894 ,7020 ,5813 ,502 ,1325 ,427 ,135 ,1371 ,404 ,165 ,58 ,493 ,123 ,187 ,53 ,55 ,7 ,145 ,181 ,321 ,8 ,218 ,1 ,254 ,1860 
2019-04-22,3727 ,668 ,2228 ,3613 ,84 ,446 ,6467 ,6477 ,768 ,1580 ,302 ,122 ,966 ,245 ,90 ,55 ,329 ,133 ,681 ,230 ,126 ,67 ,257 ,2126 ,1673 ,23 ,658 ,11 ,387 ,1963 
2019-04-23,3779 ,723 ,2167 ,3589 ,103 ,464 ,6245 ,6383 ,729 ,1491 ,285 ,113 ,929 ,219 ,90 ,52 ,285 ,122 ,320 ,134 ,119 ,45 ,182 ,1738 ,1335 ,23 ,278 ,11 ,352 ,1846 
2019-04-24,3897 ,778 ,2293 ,3801 ,105 ,515 ,6308 ,6455 ,656 ,1568 ,330 ,125 ,1236 ,243 ,91 ,48 ,345 ,141 ,393 ,134 ,118 ,32 ,185 ,1661 ,1265 ,23 ,277 ,11 ,377 ,1873 
2019-04-25,3837 ,763 ,2097 ,3464 ,116 ,506 ,5968 ,6034 ,751 ,1414 ,266 ,111 ,1174 ,198 ,99 ,52 ,308 ,126 ,1266 ,154 ,126 ,30 ,166 ,1557 ,1192 ,23 ,320 ,10 ,345 ,1812 
2019-04-26,4125 ,852 ,2309 ,3792 ,145 ,674 ,6405 ,6045 ,1276 ,1548 ,308 ,133 ,1370 ,242 ,114 ,51 ,380 ,149 ,346 ,125 ,137 ,21 ,165 ,1696 ,1306 ,24 ,289 ,9 ,367 ,2031 
2019-04-27,4538 ,1067 ,2748 ,4564 ,210 ,1030 ,7914 ,6270 ,493 ,1832 ,567 ,213 ,1930 ,487 ,194 ,53 ,596 ,176 ,468 ,139 ,104 ,1 ,184 ,1200 ,1094 ,18 ,260 ,5 ,447 ,2316 
2019-04-28,3875 ,939 ,2448 ,3825 ,172 ,1022 ,5586 ,5734 ,555 ,1453 ,463 ,141 ,1728 ,414 ,167 ,53 ,481 ,130 ,198 ,55 ,58 ,1 ,143 ,162 ,290 ,8 ,209 ,1 ,273 ,1887 
2019-04-29,3740 ,687 ,2112 ,3335 ,93 ,468 ,6323 ,5954 ,729 ,1449 ,243 ,118 ,1115 ,203 ,91 ,47 ,301 ,142 ,366 ,136 ,176 ,20 ,181 ,2076 ,1627 ,24 ,276 ,11 ,366 ,1920 
2019-04-30,4170 ,831 ,2329 ,3992 ,136 ,551 ,6733 ,6481 ,1178 ,1605 ,327 ,140 ,1242 ,270 ,102 ,48 ,307 ,160 ,409 ,146 ,184 ,19 ,188 ,1777 ,1354 ,24 ,301 ,11 ,396 ,2101 
2019-05-01,4410 ,998 ,2491 ,4211 ,158 ,914 ,7201 ,6045 ,624 ,1628 ,515 ,184 ,1650 ,430 ,132 ,52 ,500 ,164 ,385 ,141 ,186 ,10 ,197 ,1288 ,1135 ,21 ,256 ,4 ,389 ,1979 
2019-05-02,3904 ,785 ,2253 ,3804 ,102 ,570 ,6648 ,6318 ,808 ,1558 ,364 ,147 ,1186 ,282 ,103 ,48 ,354 ,149 ,383 ,146 ,181 ,53 ,194 ,1741 ,1384 ,21 ,331 ,11 ,381 ,1995 
2019-05-03,4228 ,895 ,2430 ,4262 ,136 ,722 ,6996 ,6570 ,543 ,1698 ,425 ,168 ,1347 ,361 ,120 ,50 ,415 ,162 ,364 ,150 ,159 ,31 ,186 ,1852 ,1456 ,21 ,448 ,11 ,409 ,2249 
2019-05-04,4519 ,1013 ,2608 ,4595 ,195 ,1105 ,7970 ,6462 ,478 ,1905 ,612 ,214 ,1765 ,650 ,212 ,54 ,541 ,164 ,371 ,137 ,92 ,3 ,181 ,1212 ,1132 ,17 ,339 ,6 ,408 ,2471 
2019-05-05,4300 ,1006 ,2469 ,4343 ,179 ,1126 ,7427 ,6040 ,501 ,1626 ,576 ,172 ,1827 ,674 ,226 ,54 ,384 ,130 ,229 ,59 ,49 ,1 ,147 ,150 ,308 ,8 ,215 ,2 ,254 ,2121 
2019-05-06,4050 ,904 ,2335 ,3824 ,128 ,982 ,7005 ,5385 ,569 ,1478 ,508 ,165 ,1586 ,542 ,160 ,47 ,467 ,138 ,259 ,123 ,52 ,2 ,161 ,667 ,729 ,11 ,215 ,4 ,337 ,2974 
2019-05-07,3780 ,702 ,2153 ,3524 ,85 ,538 ,6497 ,6074 ,973 ,1536 ,309 ,131 ,996 ,517 ,91 ,49 ,301 ,152 ,764 ,150 ,204 ,23 ,232 ,2098 ,1694 ,23 ,328 ,11 ,381 ,1945 
2019-05-08,4190 ,796 ,2268 ,3656 ,89 ,561 ,6141 ,6132 ,796 ,1586 ,305 ,131 ,889 ,585 ,88 ,45 ,315 ,166 ,369 ,138 ,182 ,16 ,211 ,1706 ,1335 ,21 ,351 ,10 ,353 ,1842 
2019-05-09,3778 ,752 ,2153 ,3659 ,101 ,506 ,6281 ,6192 ,496 ,1491 ,324 ,130 ,976 ,253 ,91 ,49 ,326 ,174 ,322 ,136 ,141 ,11 ,178 ,1657 ,1293 ,20 ,276 ,11 ,356 ,1842 
2019-05-10,4092 ,857 ,2322 ,4130 ,137 ,635 ,6610 ,6522 ,695 ,1599 ,375 ,151 ,1143 ,291 ,107 ,50 ,382 ,189 ,999 ,165 ,136 ,10 ,180 ,1780 ,1383 ,21 ,1032 ,10 ,385 ,1999 
2019-05-11,4382 ,1008 ,2647 ,4532 ,202 ,1012 ,7907 ,6529 ,786 ,1750 ,581 ,211 ,1661 ,482 ,183 ,50 ,568 ,208 ,377 ,135 ,97 ,1 ,172 ,1271 ,1132 ,22 ,283 ,7 ,430 ,2134 
2019-05-12,3767 ,901 ,2421 ,3927 ,164 ,1041 ,5722 ,6111 ,531 ,1417 ,516 ,155 ,1507 ,429 ,165 ,54 ,460 ,138 ,183 ,53 ,57 ,1 ,141 ,157 ,286 ,13 ,213 ,1 ,257 ,1875 
2019-05-13,3626 ,652 ,2053 ,3378 ,87 ,467 ,6475 ,6165 ,632 ,1502 ,292 ,126 ,966 ,240 ,88 ,52 ,309 ,145 ,366 ,146 ,144 ,8 ,194 ,2079 ,1649 ,22 ,291 ,11 ,364 ,1874 
2019-05-14,3767 ,734 ,2202 ,3756 ,98 ,557 ,6591 ,6475 ,615 ,1545 ,334 ,134 ,951 ,396 ,92 ,48 ,286 ,143 ,330 ,141 ,124 ,7 ,220 ,1730 ,1315 ,21 ,290 ,11 ,363 ,1929 
2019-05-15,3862 ,779 ,2281 ,3842 ,107 ,572 ,6559 ,6573 ,636 ,1523 ,360 ,142 ,1052 ,315 ,96 ,52 ,339 ,198 ,777 ,143 ,113 ,141 ,189 ,1630 ,1227 ,21 ,641 ,10 ,368 ,1941 
2019-05-16,3848 ,779 ,2178 ,3876 ,110 ,542 ,6611 ,6741 ,813 ,1565 ,374 ,140 ,1022 ,259 ,99 ,51 ,337 ,183 ,323 ,143 ,100 ,101 ,178 ,1598 ,1228 ,21 ,312 ,11 ,367 ,1968 
2019-05-17,4109 ,857 ,2298 ,4153 ,141 ,655 ,6812 ,6814 ,538 ,1641 ,391 ,150 ,1192 ,284 ,112 ,55 ,389 ,184 ,339 ,142 ,96 ,242 ,166 ,1720 ,1309 ,22 ,285 ,10 ,383 ,2093 
2019-05-18,4289 ,999 ,2554 ,4382 ,210 ,1014 ,7749 ,6339 ,469 ,1702 ,557 ,196 ,1677 ,430 ,190 ,53 ,572 ,201 ,354 ,125 ,87 ,24 ,161 ,1209 ,1046 ,17 ,268 ,4 ,400 ,2050 
2019-05-19,3486 ,844 ,2156 ,3409 ,172 ,969 ,6623 ,5289 ,511 ,1154 ,401 ,123 ,1505 ,326 ,169 ,56 ,460 ,106 ,175 ,40 ,50 ,20 ,115 ,158 ,269 ,8 ,205 ,0 ,210 ,1678 
2019-05-20,3688 ,681 ,2113 ,3434 ,89 ,361 ,6423 ,6014 ,1080 ,1539 ,302 ,128 ,1028 ,242 ,89 ,51 ,315 ,135 ,676 ,149 ,139 ,193 ,243 ,2018 ,1547 ,23 ,647 ,12 ,365 ,1972 
2019-05-21,3846 ,749 ,2162 ,3713 ,101 ,498 ,6372 ,6303 ,702 ,1529 ,311 ,126 ,992 ,247 ,92 ,46 ,282 ,129 ,336 ,141 ,123 ,117 ,182 ,1675 ,1256 ,21 ,288 ,11 ,352 ,1958 
2019-05-22,3856 ,770 ,2172 ,3788 ,106 ,490 ,6175 ,6462 ,706 ,1544 ,319 ,131 ,987 ,232 ,96 ,55 ,320 ,135 ,364 ,215 ,118 ,74 ,181 ,1595 ,1204 ,21 ,281 ,10 ,350 ,1954 
2019-05-23,3875 ,780 ,2196 ,3879 ,108 ,510 ,6494 ,6653 ,785 ,1565 ,335 ,134 ,1008 ,244 ,98 ,57 ,327 ,136 ,317 ,138 ,109 ,50 ,179 ,1585 ,1223 ,21 ,301 ,11 ,353 ,1993 
2019-05-24,4142 ,879 ,2373 ,4287 ,138 ,712 ,6930 ,6980 ,618 ,1669 ,387 ,154 ,1175 ,279 ,112 ,58 ,388 ,158 ,325 ,143 ,123 ,43 ,167 ,1712 ,1300 ,22 ,306 ,10 ,384 ,2185 
2019-05-25,4416 ,1043 ,2671 ,4661 ,204 ,1072 ,8109 ,6838 ,626 ,1797 ,584 ,211 ,1710 ,457 ,199 ,64 ,580 ,174 ,370 ,139 ,99 ,5 ,169 ,1192 ,1053 ,17 ,273 ,6 ,418 ,2269 
2019-05-26,3886 ,949 ,2456 ,4064 ,166 ,1109 ,5872 ,6385 ,594 ,1486 ,510 ,155 ,1583 ,403 ,172 ,66 ,458 ,133 ,184 ,59 ,59 ,5 ,140 ,155 ,270 ,8 ,221 ,2 ,260 ,1942 
2019-05-27,3559 ,660 ,1964 ,3108 ,96 ,302 ,6129 ,5830 ,1413 ,1386 ,216 ,101 ,930 ,172 ,92 ,50 ,288 ,140 ,1247 ,149 ,150 ,36 ,160 ,1934 ,1466 ,23 ,362 ,10 ,333 ,1774 
2019-05-28,3838 ,762 ,2207 ,3766 ,102 ,530 ,6621 ,6425 ,683 ,1600 ,318 ,131 ,1011 ,235 ,91 ,46 ,277 ,148 ,354 ,147 ,156 ,25 ,190 ,1717 ,1286 ,25 ,292 ,11 ,363 ,2004 
2019-05-29,3893 ,790 ,2214 ,3856 ,106 ,533 ,6520 ,6585 ,801 ,1582 ,323 ,133 ,1047 ,232 ,93 ,47 ,326 ,143 ,364 ,143 ,146 ,17 ,186 ,1595 ,1198 ,23 ,293 ,11 ,359 ,1987 
2019-05-30,3910 ,796 ,2170 ,3792 ,112 ,552 ,6515 ,6523 ,478 ,1553 ,319 ,127 ,1103 ,229 ,95 ,47 ,318 ,141 ,324 ,139 ,135 ,16 ,178 ,1592 ,1222 ,24 ,294 ,11 ,353 ,1970 
2019-05-31,4188 ,892 ,2419 ,4183 ,140 ,654 ,6899 ,6669 ,1110 ,1701 ,359 ,154 ,1303 ,273 ,110 ,51 ,371 ,162 ,354 ,145 ,157 ,14 ,172 ,1708 ,1288 ,23 ,297 ,10 ,386 ,2171 
2019-06-01,4420 ,1029 ,2652 ,4547 ,207 ,982 ,7964 ,6518 ,450 ,1830 ,571 ,209 ,1844 ,436 ,191 ,56 ,569 ,162 ,350 ,142 ,136 ,6 ,177 ,1197 ,1055 ,17 ,264 ,5 ,420 ,2247 
2019-06-02,3740 ,905 ,2392 ,3898 ,154 ,949 ,7393 ,6047 ,510 ,1407 ,477 ,151 ,1630 ,371 ,166 ,58 ,450 ,120 ,185 ,61 ,77 ,1 ,136 ,157 ,293 ,7 ,206 ,0 ,256 ,1923 
2019-06-03,3617 ,670 ,2152 ,3537 ,85 ,451 ,6672 ,6541 ,863 ,1570 ,279 ,123 ,1082 ,211 ,90 ,53 ,308 ,132 ,381 ,147 ,248 ,73 ,198 ,2003 ,1561 ,24 ,430 ,11 ,367 ,1996 
2019-06-04,3783 ,747 ,2156 ,3779 ,96 ,493 ,6628 ,6654 ,552 ,1555 ,304 ,124 ,1074 ,219 ,91 ,50 ,285 ,148 ,323 ,142 ,197 ,39 ,187 ,1678 ,1248 ,20 ,395 ,11 ,356 ,1980 
2019-06-05,4041 ,832 ,2281 ,4109 ,129 ,528 ,6969 ,6902 ,1145 ,1641 ,326 ,132 ,1179 ,237 ,106 ,60 ,334 ,166 ,739 ,141 ,176 ,24 ,192 ,1663 ,1241 ,21 ,355 ,10 ,363 ,2081 
2019-06-06,4058 ,943 ,2227 ,3902 ,176 ,963 ,6858 ,5752 ,506 ,1506 ,470 ,150 ,1785 ,351 ,192 ,64 ,448 ,142 ,210 ,114 ,67 ,3 ,152 ,235 ,368 ,10 ,234 ,4 ,287 ,1913 
2019-06-07,4052 ,859 ,2362 ,3971 ,124 ,689 ,6911 ,6108 ,486 ,1597 ,346 ,141 ,1425 ,281 ,156 ,52 ,403 ,154 ,353 ,131 ,154 ,16 ,180 ,1980 ,1501 ,23 ,301 ,11 ,399 ,1933 
2019-06-08,4338 ,972 ,2608 ,4535 ,195 ,926 ,7865 ,6495 ,438 ,1805 ,499 ,188 ,1803 ,424 ,204 ,54 ,509 ,173 ,343 ,139 ,109 ,1 ,173 ,1125 ,988 ,17 ,282 ,7 ,401 ,2202 
2019-06-09,3667 ,856 ,2329 ,3753 ,155 ,907 ,5540 ,5902 ,461 ,1402 ,390 ,129 ,1528 ,347 ,164 ,55 ,415 ,122 ,179 ,52 ,63 ,1 ,141 ,149 ,259 ,7 ,216 ,1 ,234 ,1813 
2019-06-10,3663 ,659 ,2106 ,3401 ,86 ,385 ,6546 ,6192 ,685 ,1539 ,262 ,122 ,999 ,210 ,90 ,56 ,299 ,130 ,1090 ,168 ,171 ,14 ,207 ,2003 ,1542 ,23 ,1132 ,11 ,359 ,1917 
2019-06-11,3733 ,736 ,2187 ,3732 ,98 ,468 ,6434 ,6513 ,1000 ,1537 ,280 ,124 ,995 ,211 ,93 ,51 ,272 ,125 ,333 ,138 ,149 ,12 ,192 ,1655 ,1232 ,19 ,308 ,10 ,349 ,1945 
2019-06-12,3822 ,764 ,2214 ,3765 ,100 ,496 ,6234 ,6666 ,569 ,1556 ,296 ,126 ,1005 ,219 ,95 ,54 ,313 ,130 ,350 ,136 ,123 ,9 ,189 ,1566 ,1165 ,21 ,311 ,11 ,351 ,1952 
2019-06-13,3832 ,781 ,2269 ,3843 ,107 ,512 ,6544 ,6732 ,517 ,1574 ,322 ,129 ,1016 ,224 ,100 ,54 ,319 ,151 ,317 ,137 ,113 ,6 ,186 ,1522 ,1173 ,19 ,328 ,10 ,350 ,1996 
2019-06-14,4059 ,852 ,2345 ,4072 ,135 ,595 ,6658 ,6711 ,450 ,1643 ,331 ,137 ,1179 ,248 ,115 ,57 ,356 ,174 ,307 ,133 ,107 ,123 ,178 ,1661 ,1252 ,20 ,311 ,10 ,362 ,2112 
2019-06-15,4325 ,996 ,2686 ,4670 ,192 ,931 ,8098 ,6832 ,456 ,1799 ,496 ,193 ,1711 ,408 ,198 ,54 ,549 ,192 ,343 ,132 ,91 ,13 ,184 ,1167 ,1014 ,17 ,280 ,5 ,402 ,2242 
2019-06-16,3732 ,884 ,2374 ,3984 ,135 ,876 ,7025 ,6218 ,482 ,1351 ,405 ,136 ,1494 ,346 ,170 ,58 ,426 ,134 ,191 ,50 ,51 ,9 ,142 ,148 ,279 ,8 ,225 ,1 ,239 ,1878 
2019-06-17,3659 ,676 ,2159 ,3512 ,89 ,237 ,6497 ,6481 ,609 ,1553 ,291 ,126 ,1042 ,217 ,94 ,58 ,303 ,156 ,772 ,149 ,126 ,118 ,193 ,1978 ,1511 ,22 ,646 ,12 ,361 ,1981 
2019-06-18,3678 ,713 ,2060 ,3470 ,105 ,492 ,6012 ,6292 ,804 ,1445 ,261 ,111 ,996 ,201 ,93 ,49 ,264 ,119 ,296 ,134 ,118 ,255 ,173 ,1629 ,1182 ,22 ,281 ,10 ,336 ,1873 
2019-06-19,3766 ,761 ,2183 ,3661 ,109 ,515 ,6483 ,6487 ,534 ,1521 ,308 ,126 ,1066 ,218 ,98 ,52 ,322 ,130 ,343 ,133 ,113 ,176 ,183 ,1560 ,1154 ,21 ,281 ,10 ,344 ,1927 
2019-06-20,3817 ,792 ,2215 ,3793 ,116 ,547 ,6405 ,6622 ,736 ,1568 ,346 ,135 ,1150 ,233 ,103 ,55 ,328 ,135 ,620 ,143 ,108 ,124 ,237 ,1518 ,1152 ,21 ,636 ,10 ,349 ,1999 
2019-06-21,4067 ,872 ,2324 ,4062 ,144 ,660 ,6751 ,6718 ,524 ,1649 ,370 ,146 ,1289 ,257 ,121 ,57 ,382 ,152 ,324 ,137 ,117 ,89 ,167 ,1659 ,1239 ,21 ,308 ,11 ,370 ,2133 
2019-06-22,4402 ,1038 ,2709 ,4596 ,208 ,987 ,8072 ,6730 ,465 ,1815 ,535 ,201 ,1842 ,424 ,202 ,57 ,561 ,163 ,371 ,134 ,94 ,10 ,180 ,1159 ,1004 ,18 ,264 ,5 ,423 ,2272 
2019-06-23,3828 ,930 ,2436 ,3990 ,167 ,982 ,5786 ,6250 ,505 ,1496 ,455 ,144 ,1689 ,368 ,182 ,61 ,443 ,125 ,189 ,56 ,54 ,9 ,143 ,151 ,261 ,8 ,210 ,1 ,261 ,1933 
2019-06-24,3557 ,681 ,2149 ,3432 ,87 ,455 ,6708 ,6347 ,765 ,1527 ,301 ,132 ,1143 ,217 ,100 ,60 ,313 ,163 ,328 ,228 ,149 ,74 ,169 ,2001 ,1533 ,23 ,275 ,12 ,368 ,2018 
2019-06-25,3695 ,755 ,2205 ,3655 ,99 ,532 ,6561 ,6522 ,782 ,1524 ,317 ,131 ,1103 ,222 ,101 ,56 ,288 ,152 ,1238 ,172 ,157 ,56 ,165 ,1656 ,1223 ,23 ,335 ,11 ,360 ,2001 
2019-06-26,3630 ,771 ,2121 ,3470 ,110 ,530 ,5996 ,6316 ,1050 ,1459 ,295 ,124 ,1124 ,200 ,104 ,55 ,309 ,143 ,310 ,126 ,153 ,36 ,162 ,1532 ,1125 ,23 ,290 ,11 ,335 ,1869 
2019-06-27,3703 ,779 ,2231 ,3661 ,110 ,549 ,6447 ,6422 ,961 ,1493 ,323 ,129 ,1109 ,226 ,104 ,53 ,332 ,157 ,292 ,134 ,149 ,25 ,164 ,1539 ,1161 ,23 ,268 ,11 ,353 ,1948 
2019-06-28,4042 ,873 ,2349 ,4033 ,145 ,663 ,6762 ,6709 ,488 ,1623 ,356 ,145 ,1269 ,255 ,122 ,57 ,376 ,171 ,361 ,140 ,176 ,23 ,166 ,1661 ,1235 ,24 ,290 ,10 ,378 ,2133 
2019-06-29,4128 ,1030 ,2540 ,4181 ,216 ,1007 ,7601 ,6199 ,461 ,1629 ,472 ,176 ,1768 ,385 ,202 ,54 ,552 ,154 ,304 ,113 ,120 ,1 ,161 ,1140 ,970 ,17 ,258 ,3 ,371 ,1998 
