No,Name,Address,경도,위도,상태
1,가좌행복주택(커뮤니티센터),서울특별시 마포구 성암로 28 행복주택 2층,126.913300882081,37.5691541302655,정좌표
2,갈월 종합사회복지관,서울특별시 용산구 두텁바위로 25,126.974824426365,37.5457744567821,정좌표
3,강감찬관악종합사회복지관,서울특별시 관악구 양녕로 74 (강감찬관악복지관 403호),126.946658045918,37.4885158110525,정좌표
4,강남구립논현노인종합복지관,서울특별시 강남구 강남대로 128길 59(6층 디지털마당),127.026087317465,37.5120631837473,정좌표
5,강남구청 정보교육장,서울특별시 강남구 학동로426 강남구청 제3별관 2층(직원정보화교육장),127.047401857859,37.5172969535574,정좌표
6,강남세움장애인통합지원센터,서울특별시 강남구 광평로60길22 6층,127.106951502815,37.4869810432226,정좌표
7,강북문화정보도서관,서울특별시 강북구 오현로 145,127.036079538733,37.6251151009376,정좌표
8,강북청소년문화정보도서관,서울특별시 강북구 삼양로54길 68,127.021551117693,37.6230741379985,정좌표
9,강서구립봉제산어르신복지센터,서울특별시 강서구 초록마을로 15길 12,126.851407597751,37.5415229441364,정좌표
10,강서구립연지어르신복지센터,서울특별시 강서구 화곡로58길 30-7,126.852662570978,37.552414737679,정좌표
11,강서노인종합복지관,서울특별시 강서구 화곡로 61길 85,126.847551522639,37.5581224818494,정좌표
12,강일리버파크 4단지 경로당,"서울특별시 강동구 아리수로97길 19 (강일동,강일리버파크4단지아파트",127.17622856478,37.5666876256735,정좌표
13,곰달래어르신복지센터,서울특별시 강서구 강서로5길 50(곰달래문화복지센터),126.848897618655,37.5290593776459,정좌표
14,광나루 정보화교육장,서울특별시 광진구 아차산로 630 보훈회관2층,127.107996768495,37.5488323062676,정좌표
15,광진정보도서관,서울특별시 광진구 아차산로78길 90 (광장동),127.110615793268,37.5510729940193,정좌표
16,교남동 주민센터,서울특별시 종로구 송월길 154(행촌동),126.961961314789,37.5719164600847,정좌표
17,구로4동교육장,서울특별시 구로구 도림로 9 구로4동자치회관,126.886620391509,37.485652747212,정좌표
18,구로노인종합복지관,서울특별시 구로구 새말로 16길 7,126.890618772407,37.5052440877111,정좌표
19,구로파랑새지역아동센터,서울특별시 구로구 구로동로38길 32 3층,126.884629292093,37.4948271959706,정좌표
20,구립신내노인종합복지관,서울특별시 중랑구 신내로15길 175(신내동),127.087889073706,37.6148112947695,정좌표
21,구립용마경로복지센터,서울특별시 중랑구 용마산로94길 98(면목동),127.101821213467,37.587401887462,정좌표
22,구립원터골경로당,서울특별시 강동구 동남로65길 46-8(명일동),127.153666597118,37.5481593658006,정좌표
23,구립응암노인복지관,서울특별시 은평구 응암로21가길 5-1,126.916768681327,37.5945744678038,정좌표
24,구의1동 주민센터,서울특별시 광진구 광나루로36길 56,127.085677986602,37.5424139974152,정좌표
25,금천구청(정보화교육장),서울특별시 금천구 시흥대로73길 70 금천구 종합청사( 전산교육장 지하 1층),126.896037224012,37.4570662932684,정좌표
26,금천노인종합복지관,서울특별시 금천구 시흥대로51길93-32,126.897764105103,37.4501346291109,정좌표
27,금천누리복지관,서울특별시 금천구 가산로 129,126.891780732632,37.476890031018,정좌표
28,금호도서관,서울특별시 성동구 난계로 20,127.024894088763,37.5541302385033,정좌표
29,남가좌2동주민센터,서울특별시 서대문구 증가로10길28(남가좌2동주민센터),126.923868771213,37.5784371071873,정좌표
30,남동권 디지털총괄센터,서울특별시 강남구 테헤란로43길 18 2층 STA교육센터,127.04406124732,37.5044341715955,정좌표
31,남서권 디지털총괄센터,서울특별시 마포구 매봉산로 37 DMC 산학협력연구센터 1001호,126.890599943423,37.5760527444339,정좌표
32,노원 50플러스센터,서울특별시 노원구 노원로 30길 73,127.070717645153,37.6561182235893,정좌표
33,노원구립장애인일자리센터 다모인,서울특별시 노원구 노원로 311 중계 제 1공단 301호,127.070534310595,37.6448902304161,정좌표
34,노원평생교육원 장미실습장3강의실,서울특별시 노원구 섬밭로 196,127.068791670733,37.6330943616752,정좌표
35,대방동 정보화교육장,서울특별시 동작구 상도로 35 중소기업창업지원센터 4층,126.924441545707,37.5000045252029,정좌표
36,도선동 주민센터3층 정보화교육장,서울특별시 성동구 마장로 141 공공복합청사 3층,127.025529395737,37.5678750353529,정좌표
37,독산2동주민센터,서울특별시 금천구 독산로 179,126.903483929561,37.4631498983542,정좌표
38,동대문종합사회복지관,서울특별시 동대문구 약령시로5길 22,127.034196884658,37.5840199638408,정좌표
39,동문장애인복지관,서울특별시 동대문구 장안벚꽃로 7길 5,127.073193347738,37.5831522214732,정좌표
40,동작구 정보화교육장,서울특별시 동작구 노량진로74 유한양행 9층 전산교육장,126.932642514313,37.5129651095561,정좌표
41,마포평생학습관 아현분관,서울특별시 마포구 마포대로 224,126.957444954935,37.5541718913699,정좌표
42,메리워드지역아동센터,"서울특별시 구로구 고척로 49, 210동 상가 3층",126.839390213935,37.4993555347265,정좌표
43,모랫말 어르신 복지센터,서울특별시 영등포구 도영로 41 (도림동) 모랫말어르신복지센터 4층,126.897490859627,37.5097084060841,정좌표
44,모아래마을활력소,서울특별시 구로구 남부순환로105길 198(가리봉동),126.884047530219,37.4841363513882,정좌표
45,목동실버복지문화센터,서울특별시 양천구 목동중앙로3길 21(목동실버복지문화센터 프로그램3실),126.869269333241,37.536466343933,정좌표
46,백학경로당,서울특별시 중랑구 중랑천로 20길6-14,127.072777385182,37.5957403642095,정좌표
47,버들마을활력소,서울특별시 구로구 오리로 1130 지하2층,126.840035661599,37.4853082335371,정좌표
48,번동3단지종합사회복지관,서울특별시 강북구 오현로 208 번동주공아파트,127.041794504282,37.629626104079,정좌표
49,봉황구립경로당,서울특별시 중랑구 봉우재로33길55-10,127.088236960002,37.5952555848346,정좌표
50,북가좌1동주민센터,서울특별시 서대문구 수색로100-55(북가좌1동주민센터),126.910191520354,37.5743045055082,정좌표
51,북서권 디지털총괄센터,서울특별시 중구 퇴계로 24 SK남산그린빌딩,126.975961192269,37.5566182295173,정좌표
52,상계종합사회복지관,서울특별시 노원구 덕릉로115나길 25 상계종합사회복지관,127.078300545856,37.6680477119097,정좌표
53,상도4동주민센터,서울특별시 동작구 양녕로27길 44,126.941401396305,37.4993749518684,정좌표
54,상월곡 실버복지센터,서울특별시 성북구 화랑로18길 6,127.048226129967,37.6058419714487,정좌표
55,서대문구노인지회,서울특별시서대문구 통일로 484 유진상가 2층,126.942942085269,37.5916071382784,정좌표
56,서대문구평생학습관 융복합인재교육센터,서울특별시 서대문구 연희로36길 49,126.938415837846,37.5782705173098,정좌표
57,서대문노인종합복지관,서울특별시 서대문구 독립문로8길 57,126.959118901185,37.5680062331368,정좌표
58,서서울어르신복지관,서울특별시 양천구 가로공원로60가길 16(신월동),126.826633556887,37.5342603106635,정좌표
59,서울YWCA봉천종합사회복지관,서울특별시 관악구 관악로 254 서울YWCA봉천종합사회복지관 5층 주민동아리실,126.957575686649,37.4866848569097,정좌표
60,서울노인복지센터,서울특별시 종로구 삼일대로 467,126.985853786671,37.5759663247612,정좌표
61,서울디지털재단,서울특별시 마포구 매봉산로31 에스플렉스센터 스마티움 16층,126.889972656342,37.5757271846178,정좌표
62,서울시립상이군경복지관,서울특별시 노원구 덕릉로 70가길 73,127.057613689012,37.6423401033082,정좌표
63,서울시민대학 동남권 캠퍼스,"서울특별시 강동구 고덕로 399, 고덕센트럴푸르지오 104동 2~4층",127.169601453714,37.5578777358738,정좌표
64,서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20 서초구립내곡도서관,127.054444992834,37.452004290685,정좌표
65,서초구립반포도서관,서울특별시 서초구 고무래로 34 서초구립반포도서관,127.012512651033,37.5024862735808,정좌표
66,서초구립양재노인종합복지관,서울특별시 서초구 강남대로30길 73-7 서초구립양재노인종합복지관,127.040813742514,37.483016454169,정좌표
67,서초구립양재도서관,서울특별시 서초구 양재천로 33 서초구립양재도서관,127.033572748246,37.4736804442108,정좌표
68,서초구립중앙노인종합복지관,서울특별시 서초구 서초대로54길 45,127.016810891223,37.4923242587812,정좌표
69,서초여성가족플라자 서초센터,서울특별시 서초구 서운로26길 3(서초동) 4층,127.02221060514,37.5027163539552,정좌표
70,석관실버복지센터,서울특별시 성북구 화랑로32길 88,127.058312478972,37.6067421065725,정좌표
71,성내종합사회복지관,서울특별시 강동구 성안로 13길 56(성내동),127.129347320931,37.5322081520333,정좌표
72,성모자애복지관,서울특별시 강남구 헌릉로757길 35 성모자애 장애인 복지관,127.119613063938,37.4693106691835,정좌표
73,성민종합사회복지관,서울특별시 관악구 호암로 549 성민사회복지관(8층 컴퓨터실),126.93123468587,37.4667806686377,정좌표
74,성베드로학교,서울특별시 구로구 연동로 320,126.825660875602,37.4881192290135,정좌표
75,성북장애인단체연합회,서울특별시 성북구 오패산로 3길 95,127.033937283533,37.6072578494594,정좌표
76,성북정보도서관 2강의실,서울특별시 성북구 화랑로18자길 13,127.050585742924,37.604973342593,정좌표
77,성북정보화센터,서울특별시 성북구 삼선교로4길 47-1,127.007455871706,37.5856487526002,정좌표
78,성산1동주민센터,서울특별시 마포구 성산로4길 15 성산1동주민센터 4층(성산1동정보화교육장),126.907894987527,37.5633675518909,정좌표
79,성현동주민센터(정보화교육장),서울특별시 관악구 구암길 38(봉천동 1712-9) 성현동주민센터 2층 정보화교육장,126.948159271304,37.4895300997269,정좌표
80,소상공인공단 디지털배움터,서울특별시 종로구 삼봉로 95 대성스카이렉스 102동 3층,126.982567978681,37.572310530847,정좌표
81,솔샘문화정보도서관,서울특별시 강북구 솔샘로 177 솔샘문화정보도서관 (3층 2교육장),127.01240260886,37.6204780555324,정좌표
82,송파구방이복지관,서울특별시 송파구 백제고분로37길 4 5층,127.104038531505,37.504309008814,정좌표
83,스마트구로홍보관,서울특별시 구로구 경인로 662 현대백화점 디큐브시티점 인근 스마트 구로 홍보관,126.888213650352,37.5081239144968,정좌표
84,스페이스 살림,서울특별시 동작구 노량진로 10 스페이스 살림 B2 메이커스페이스실,126.927272112883,37.5123938724958,정좌표
85,시립강동노인종합복지관,"서울특별시 강동구 동남로 71길 32-5(명일동, 48-10)",127.154220227992,37.5523737400162,정좌표
86,시립강북노인종합복지관,서울특별시 강북구 삼양로 92길 40(시립강북노인종합복지관 2층 정보화교육실 1),127.018752944475,37.6356871790895,정좌표
87,시립광진노인종합복지관,서울특별시 광진구 군자로 88,127.071594566028,37.5510956001665,정좌표
88,시립노원노인종합복지관,서울특별시 노원구 노원로 16길 15,127.074345941276,37.6423859756469,정좌표
89,시립도봉노인종합복지관,서울특별시 도봉구 도당로2길 12-13,127.035956364479,37.65892828712,정좌표
90,시립동대문노인종합복지관,서울특별시 동대문구 제기로33길 25,127.050027610309,37.5872484338728,정좌표
91,시립동작노인종합복지관,서울특별시 동작구 상도로 11길 7,126.928935181409,37.5005467763862,정좌표
92,시립마포노인종합복지관,서울특별시 마포구 서강로 68,126.932215108894,37.548923512102,정좌표
93,시립성동노인종합복지관,서울특별시 성동구 마조로77,127.041239387888,37.5647834887938,정좌표
94,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,127.006498913314,37.5313407288629,정좌표
95,시립은평노인종합복지관,서울특별시 은평구 연서로415(시립은평노인종합복지관 컴퓨터실),126.930382318193,37.6319969023254,정좌표
96,시립중랑노인종합복지관,서울특별시 중랑구 겸재로9길45(면목동),127.077841149439,37.5884339748312,정좌표
97,신내2동 동주민센터 IT융합교육장,서울특별시 중랑구 봉화산로 190 (관상복합청사지하1층),127.09416036277,37.606265755166,정좌표
98,신내경로복지센터,서울특별시 중랑구 망우로65길 20,127.099948237711,37.6012560111379,정좌표
99,신림복지관,서울특별시 관악구 난곡로 110(신림복지관 2층 배움실),126.919857292324,37.4648347559037,정좌표
100,신월6동자치회관,서울특별시 양천구 남부순환로 609 5층,126.840960729123,37.5145475483867,정좌표
101,양천 어르신 종합 복지관,서울특별시 양천구 목동로3길 106 양천노인종합복지관,126.858628227834,37.5104422635653,정좌표
102,여의도 어르신 복지센터,서울특별시 영등포구 여의대방로 372 여의도어르신복지센터(2층),126.930770122528,37.5181410419814,정좌표
103,영등포 어르신 복지센터,서울특별시 영등포구 도영로 22길 36 4층,126.903293201949,37.5101569896846,정좌표
104,영등포노인종합복지관,서울특별시 영등포구 도림로 482(문래동3가),126.890541327945,37.5168565227811,정좌표
105,영등포종합사회복지관,서울특별시 영등포구 신길로13길 4,126.907694307443,37.497315654858,정좌표
106,오류골사랑방마을활력소,서울특별시 구로구 경인로20가길 38,126.846035525256,37.4953577897533,정좌표
107,용산구청 정보화교육장,서울특별시 용산구 녹사평대로 150,126.990479059842,37.5324522981866,정좌표
108,용산꿈나무종합타운,서울특별시 용산구 백범로 329,126.965395462354,37.5391195698451,정좌표
109,우리마포복지관,서울특별시 마포구 신촌로26길 10(노고산동),126.942371975034,37.5558502796228,정좌표
110,위례동주민센터,서울특별시 송파구 위례광장로 210 위례동 주민센터,127.143937187,37.481165066772,정좌표
111,유락종합사회복지관,서울특별시 중구 퇴계로 460,127.022786289852,37.565093414194,정좌표
112,은평구립도서관,서울특별시 은평구 통일로78가길 13-87 지하1층(은평구립도서관 문화교실),126.926966561314,37.6193796871175,정좌표
113,은행길경로당,서울특별시 중랑구 겸재로 212-7(면목동),127.091513875394,37.588844876531,정좌표
114,응암1동 동주민센터,서울특별시 은평구 백련산로 179 응암1동주민센터 지하1층(문화의집 창작실),126.926749467632,37.6007018234759,정좌표
115,응암정보도서관,서울특별시 은평구 가좌로 7길 15 1층(응암정보도서관 디지털열람실),126.919680890709,37.5859664152634,정좌표
116,이화동 주민센터,서울특별시 종로구 이화장길 33(이화동),127.004341324551,37.5769703597257,정좌표
117,자양2동 주민센터,서울특별시 광진구 자양로3가길 26,127.084389496526,37.5288024333232,정좌표
118,자양한강도서관,서울특별시 광진구 뚝섬로52길 66 자양한강도서관,127.077667956079,37.5292145736943,정좌표
119,잠실본동송파키움센터,서울특별시 송파구 올림픽로8길 22 잠실청소년센터 8층,127.080101395154,37.5096310762445,정좌표
120,장애여성 인력개발센터,서울특별시 강서구 공항대로41길 34(등촌동) 투에프코트빌딩 7층 강서구,126.845711462683,37.5592795374254,정좌표
121,종로노인종합 사회복지관,서울특별시 종로구 율곡로19길 17-8,127.006021712023,37.5769662267662,정좌표
122,중곡2동 동주민센터,서울특별시 광진구 능동로 346,127.081472575372,37.5601467993772,정좌표
123,중곡문화체육센터 도서관,서울특별시 광진구 능동로 433,127.084802192335,37.5677794760878,정좌표
124,중구 제1디지털배움터,"서울특별시 중구 명동길 80, 가톨릭회관 522호 한국여성생활연구원",126.986993675005,37.5641557117791,정좌표
125,중구여성새로일하기센터,서울특별시 중구 다산로32길 5,127.014831710052,37.5612775817331,정좌표
126,중림종합사회복지관,서울특별시 중구 서소문로6길 16,126.966259483713,37.5594297890231,정좌표
127,증산정보도서관,서울특별시 은평구 증산로5길 6(증산정보도서관 4층 문화강좌실),126.90767167721,37.5828095722656,정좌표
128,창동 아우르네(북동권 디지털총괄센터),서울특별시 도봉구 마들로13길 84 아우르네,127.048003408229,37.6553754010564,정좌표
129,창업스마트교육장,서울특별시 영등포구 경인로 775 에이스하이테크시티 4동 3층,126.899432203154,37.5146328237702,정좌표
130,천연동자치회관,서울특별시 서대문구 독립문로 15-7,126.960672410161,37.5702555281286,정좌표
131,천왕숲우리동네키움센터,서울특별시 구로구 오리로 1102-6 107호,126.842451261079,37.483696922868,정좌표
132,충현동자치회관,서울특별시 서대문구 경기대로 40 충현동 자치회관,126.962373417314,37.5629296639027,정좌표
133,필동교육장,서울특별시 중구 필동로 11 구립 경로당 5층 교육장,126.996234284839,37.5605417086294,정좌표
134,한국복지종보통신협의회(서울강북),서울특별시 강북구 솔매로50길 43,127.028085589807,37.6245077146734,정좌표
135,한남동주민자치회,서울특별시 용산구 대사관로5길 1 한남동주민센터,127.000499982037,37.5345727263292,정좌표
136,홍은1동자치회관,서울특별시 서대문구 세검정로1길45(홍은1동자치회관),126.943905509533,37.5932374311353,정좌표
137,홍은2동주민센터,서울특별시 서대문구 모래내로 334 홍은2동주민센터,126.934150029256,37.580108084721,정좌표
138,홍제1동자치회관,서울특별시 서대문구 통일로27길 19,126.948411721401,37.5831635417154,정좌표
139,효창 종합사회복지관,서울특별시 용산구 효창원로 146-12,126.963018890855,37.5412236247184,정좌표
140,효창동 자치회관,서울특별시 용산구 효창원로 161 효창동 주민센터,126.961838071689,37.5425094328902,정좌표
141,휘경1동 주민센터,서울특별시 동대문구 외대역동로6길3 휘경 1동 주민센터 휘경 정보화교육장,127.065730883053,37.5929125445309,정좌표
142,흑석동 주민센터,서울특별시 동작구 흑석한강로 11 흑석동 주민센터,126.966594304435,37.5057806067048,정좌표
