학교종류명,도로명우편번호,도로명주소
초등학교,8268,서울특별시 구로구 경인로19길 39
초등학교,8342,서울특별시 구로구 서해안로24길 22
초등학교,7245,서울특별시 영등포구 양산로 185
초등학교,8321,서울특별시 구로구 남부순환로105길 218
초등학교,7365,서울특별시 영등포구 도영로 22길 31
초등학교,7350,서울특별시 영등포구 도신로60길 23
초등학교,8370,서울특별시 구로구 도림로20길 57
초등학교,7281,서울특별시 영등포구 문래로 56
초등학교,7445,서울특별시 영등포구 시흥대로173길 14
초등학교,7363,서울특별시 영등포구 경인로 756
초등학교,7229,서울특별시 영등포구 국회대로53길 20
초등학교,8551,서울특별시 금천구 문성로 62-15
초등학교,7341,서울특별시 영등포구 여의대방로 439
초등학교,8597,서울특별시 금천구 한내로 69-16
초등학교,8569,서울특별시 금천구 독산로36나길 21
초등학교,7378,서울특별시 영등포구 도신로4길 32
초등학교,8211,서울특별시 구로구 신도림로 26
초등학교,8201,서울특별시 구로구 신도림로19길 44
초등학교,7439,서울특별시 영등포구 대림로8길 25
초등학교,8299,서울특별시 구로구 가마산로27길 69
초등학교,8627,서울특별시 금천구 독산로23길 26
초등학교,8245,서울특별시 구로구 고척로33길 34
초등학교,7210,서울특별시 영등포구 선유로43가길 14
초등학교,8650,서울특별시 금천구 시흥대로38길 78
초등학교,8288,서울특별시 구로구 새말로 73
초등학교,8540,서울특별시 금천구 시흥대로 460
초등학교,8634,서울특별시 금천구 시흥대로47길 43-1
초등학교,7295,서울특별시 영등포구 문래로 104
초등학교,8561,서울특별시 금천구 독산로54길 102
초등학교,8251,서울특별시 구로구 고척로21길 55
초등학교,8587,서울특별시 금천구 범안로11길 3
초등학교,8303,서울특별시 구로구 구로중앙로14길 43
초등학교,8617,서울특별시 금천구 시흥대로104길 31
초등학교,7409,서울특별시 영등포구 도림로53길 32-9
초등학교,7384,서울특별시 영등포구 가마산로65길 22
초등학교,8241,서울특별시 구로구 고척로 213
초등학교,7397,서울특별시 영등포구 신길로23길 43
초등학교,7391,서울특별시 영등포구 여의대방로35길 14
초등학교,7418,서울특별시 영등포구 대림로21길 6
초등학교,7434,서울특별시 영등포구 대방천로 206
초등학교,7271,서울특별시 영등포구 선유로 131
초등학교,7213,서울특별시 영등포구 당산로 187
초등학교,7206,서울특별시 영등포구 선유로55길 32
초등학교,8571,서울특별시 금천구 탑골로5길 60
초등학교,8651,서울특별시 금천구 시흥대로24길 57
초등학교,8645,서울특별시 금천구 금하로30길 53
초등학교,8324,서울특별시 구로구 구일로 68
초등학교,8283,서울특별시 구로구 구로중앙로27나길 9
초등학교,8375,서울특별시 구로구 디지털로27길 76
초등학교,8232,서울특별시 구로구 경서로 31
초등학교,8275,서울특별시 구로구 경인로46길 13
초등학교,8223,서울특별시 구로구 중앙로 6
초등학교,8349,서울특별시 구로구 개봉로11길 98
초등학교,8333,서울특별시 구로구 개봉로16길 30-11
초등학교,8355,서울특별시 구로구 개봉로1다길 16-9
초등학교,8530,서울특별시 금천구 남부순환로 1304-11
초등학교,8656,서울특별시 금천구 탑골로10길 45
초등학교,3370,서울특별시 은평구 통일로 650
초등학교,3711,서울특별시 서대문구 모래내로15길 61
초등학교,3301,서울특별시 은평구 진관3로 73-17
초등학교,3918,서울특별시 마포구 월드컵북로 502-14
초등학교,3362,서울특별시 은평구 불광로14길 10-10
초등학교,3967,서울특별시 마포구 성미산로 51
초등학교,3481,서울특별시 은평구 가좌로5길 5
초등학교,3762,서울특별시 서대문구 북아현로11가길 7
초등학교,3765,서울특별시 서대문구 성산로 512-39
초등학교,3351,서울특별시 은평구 통일로78가길 20
초등학교,3412,서울특별시 은평구 연서로 117
초등학교,3322,서울특별시 은평구 갈현로29길 27
초등학교,3616,서울특별시 서대문구 홍은중앙로 13
초등학교,3617,서울특별시 서대문구 세검정로 105
초등학교,3657,서울특별시 서대문구 백련사길 55
초등학교,4123,서울특별시 마포구 대흥로24바길 27
초등학교,4102,서울특별시 마포구 백범로1길 56
초등학교,3787,서울특별시 서대문구 연세로5나길 30-3
초등학교,3303,서울특별시 은평구 진관4로 78-16
초등학교,3493,서울특별시 은평구 증산서길 61
초등학교,3949,서울특별시 마포구 월드컵북로 152
초등학교,3629,서울특별시 서대문구 세무서길 33-9
초등학교,3470,서울특별시 은평구 가좌로6길 20
초등학교,3382,서울특별시 은평구 은평로 239
초등학교,3311,서울특별시 은평구 진관1로 21-20
초등학교,3453,서울특별시 은평구 은평로4길 21-9
초등학교,4136,서울특별시 마포구 백범로17길 9
초등학교,4155,서울특별시 마포구 토정로37길 37
초등학교,3723,서울특별시 서대문구 연희로 136
초등학교,3348,서울특별시 은평구 연서로34길 22
초등학교,3476,서울특별시 은평구 백련산로2길 35
초등학교,3338,서울특별시 은평구 연서로 347
초등학교,3342,서울특별시 은평구 연서로35길 37
초등학교,3670,서울특별시 서대문구 증가로12가길 49-50
초등학교,3420,서울특별시 은평구 은평로3길 25
초등학교,3731,서울특별시 서대문구 통일로 321
초등학교,4117,서울특별시 마포구 굴레방로 6
초등학교,4090,서울특별시 마포구 대흥로 33
초등학교,3442,서울특별시 은평구 가좌로 275-2
초등학교,3941,서울특별시 마포구 월드컵북로38길 26
초등학교,3310,서울특별시 은평구 진관1로 77-23
초등학교,3489,서울특별시 은평구 수색로16길 21
초등학교,4202,서울특별시 마포구 마포대로24길 42
초등학교,3939,서울특별시 마포구 월드컵로36길 34
초등학교,3968,서울특별시 마포구 성미산로7길 24
초등학교,4023,서울특별시 마포구 양화로3길 94
초등학교,3444,서울특별시 은평구 은평터널로 150
초등학교,4054,서울특별시 마포구 와우산로23길 20-27
초등학교,4067,서울특별시 마포구 독막로 113
초등학교,3905,서울특별시 마포구 월드컵로42길 30
초등학교,3912,서울특별시 마포구 월드컵북로 353
초등학교,3439,서울특별시 은평구 가좌로 361
초등학교,3358,서울특별시 은평구 불광로 51
초등학교,3307,서울특별시 은평구 대서문길 42-3
초등학교,3769,서울특별시 서대문구 북아현로1나길 22
초등학교,3714,서울특별시 서대문구 거북골로19길 20
초등학교,3740,서울특별시 서대문구 충정로 52
초등학교,3955,서울특별시 마포구 방울내로5길 28
초등학교,4171,서울특별시 마포구 도화2길 64
초등학교,3959,서울특별시 마포구 월드컵로25길 86
초등학교,3388,서울특별시 은평구 연서로18길 17
초등학교,3391,서울특별시 은평구 통일로69길 12-15
초등학교,3767,서울특별시 서대문구 이화여대2길 27
초등학교,3380,서울특별시 은평구 녹번로1길 1
초등학교,3735,서울특별시 서대문구 통일로 165
초등학교,3428,서울특별시 은평구 갈현로15길 51
초등학교,3426,서울특별시 은평구 서오릉로15길 16
초등학교,4214,서울 마포구 만리재옛길 13
초등학교,3645,서울특별시 서대문구 모래내로 441
초등학교,3331,서울특별시 은평구 연서로29길 31
초등학교,3656,서울특별시 서대문구 명지2길 32-20
초등학교,3746,서울특별시 서대문구 경기대로9길 10
초등학교,2055,서울특별시 중랑구 신내역로1길 164
초등학교,2458,서울특별시 동대문구 회기로10길 63
초등학교,2520,서울특별시 동대문구 장안벚꽃로 205
초등학교,2511,서울특별시 동대문구 장안벚꽃로 309
초등학교,2495,서울특별시 동대문구 망우로6길 48
초등학교,2479,서울특별시 동대문구 고산자로 518
초등학교,2457,서울특별시 동대문구 회기로 90
초등학교,2452,서울특별시 동대문구 회기로25길 31
초등학교,2089,서울특별시 중랑구 봉화산로 82
초등학교,2085,서울특별시 중랑구 신내로7가길 22
초등학교,2130,서울특별시 중랑구 동일로 665
초등학교,2132,서울특별시 중랑구 봉우재로6길 26
초등학교,2245,서울특별시 중랑구 면목로23길 20
초등학교,2574,서울특별시 동대문구 무학로44길 25
초등학교,2508,서울특별시 동대문구 전농로16길 61
초등학교,2541,서울특별시 동대문구 사가정로 66
초등학교,2505,서울특별시 동대문구 전농로 172
초등학교,2523,서울특별시 동대문구 답십리로
초등학교,2411,서울특별시 동대문구 신이문로 16
초등학교,2022,서울특별시 중랑구 숙선옹주로 109
초등학교,2583,서울특별시 동대문구 천호대로13길 43
초등학교,2641,서울특별시 동대문구 장한로14길 61
초등학교,2075,서울특별시 중랑구 봉화산로 188
초등학교,2011,서울특별시 중랑구 동일로149길 46
초등학교,2592,서울특별시 동대문구 천호대로 177
초등학교,2071,서울특별시 중랑구 용마산로125나길 22
초등학교,2096,서울특별시 중랑구 동일로126가길 11
초등학교,2027,서울특별시 중랑구 신내로15길 110
초등학교,2509,서울특별시 동대문구 사가정로 193
초등학교,2008,서울특별시 중랑구 동일로157길 75
초등학교,2050,서울특별시 중랑구 동일로138길 27
초등학교,2193,서울특별시 중랑구 용마산로70길 43
초등학교,2184,서울특별시 중랑구 용마산로100길 13
초등학교,2180,서울특별시 중랑구 용마공원로5길 32
초등학교,2160,서울특별시 중랑구 면목로 434
초등학교,2220,서울특별시 중랑구 면목로57길 32
초등학교,2251,서울특별시 중랑구 면목로30나길 38
초등학교,2179,서울특별시 중랑구 망우로72길 49
초등학교,2061,서울특별시 중랑구 송림길 114
초등학교,2609,서울특별시 동대문구 답십리로60길 12
초등학교,2601,서울특별시 동대문구 전농로3길 23
초등학교,2632,서울특별시 동대문구 한천로6길 21
초등학교,2028,서울특별시 중랑구 신내로21길 55
초등학교,2447,서울특별시 동대문구 경희대로 26
중학교,4764,서울특별시 성동구 왕십리로 189
중학교,4761,서울특별시 성동구 마조로 42
중학교,5069,서울특별시 광진구 뚝섬로41길 33
중학교,4940,서울특별시 광진구 용마산로22길 76
중학교,4734,서울특별시 성동구 한림말길 11
중학교,4982,서울특별시 광진구 워커힐로 32
중학교,5087,서울특별시 광진구 자양강변길 73
중학교,4775,서울특별시 성동구 성덕정9가길 13
중학교,4768,서울특별시 성동구 서울숲길 18
중학교,4716,서울특별시 성동구 행당로 120
중학교,4753,서울특별시 성동구 마장로35나길 31
중학교,4939,서울특별시 광진구 용마산로22길 26
중학교,4759,서울특별시 성동구 마조로11길 18
중학교,5038,서울특별시 광진구 광나루로36길 47
중학교,5022,서울특별시 광진구 광나루로30길 80
중학교,4742,서울특별시 성동구 독서당로62길 46
중학교,5114,서울특별시 광진구 뚝섬로64길 45
중학교,4966,서울특별시 광진구 광장로1길 1
중학교,5104,서울특별시 광진구 자양로3길 7
중학교,4973,서울특별시 광진구 아차산로70길 17-62
중학교,4779,서울특별시 성동구 성수일로 27
중학교,4785,서울특별시 성동구 뚝섬로13길 14
중학교,5025,서울특별시 광진구 자양로 145-1
중학교,6980,서울특별시 동작구 서달로 124
중학교,6963,서울특별시 동작구 장승배기로10가길 25
중학교,8795,서울특별시 관악구 인헌9길 35
중학교,6933,서울특별시 동작구 등용로8길 5
중학교,8841,서울특별시 관악구 신림로 40
중학교,8781,서울특별시 관악구 신림로48길 17-16
중학교,6944,서울특별시 동작구 여의대방로36길 79
중학교,8773,서울특별시 관악구 남부순환로156길 39
중학교,6946,서울특별시 동작구 대방동길 74
중학교,8833,서울특별시 관악구 관악로 85
중학교,7028,서울특별시 동작구 사당로2길 2-19
중학교,7028,서울특별시 동작구 사당로2가길 72
중학교,8816,서울특별시 관악구 신림로3가길 39-24
중학교,7003,서울특별시 동작구 사당로9가길 58
중학교,8736,서울특별시 관악구 관악로24가길 15
중학교,8782,서울특별시 관악구 장군봉길 72
중학교,8863,서울특별시 관악구 문성로16길 40
중학교,7057,서울특별시 동작구 여의대방로22나길 40
중학교,6992,서울특별시 동작구 동작대로39가길 83
중학교,6910,서울특별시 동작구 흑석로9길 94
중학교,7064,서울특별시 동작구 여의대방로10길 24
중학교,8711,서울특별시 관악구 봉천로13길 101
중학교,7022,서울특별시 동작구 남부순환로269길 166
중학교,8773,서울특별시 관악구 남부순환로172길 97
중학교,8854,서울특별시 관악구 난곡로34길 80
중학교,8857,서울특별시 관악구 난곡로16길 32
중학교,7038,서울특별시 동작구 양녕로20길 20
중학교,8723,서울특별시 관악구 성현로 53
중학교,8847,서울특별시 관악구 광신길 141
중학교,8741,서울특별시 관악구 남부순환로237길 60
중학교,6953,서울특별시 동작구 상도로13라길 22
중학교,6955,서울특별시 동작구 대방동15길 29
중학교,5201,서울특별시 강동구 아리수로93다길 1
중학교,5698,서울특별시 송파구 송파대로37길 95
중학교,5279,서울특별시 강동구 동남로 832
중학교,5371,서울특별시 강동구 풍성로 251
중학교,5506,서울특별시 송파구 강동대로2길 27
중학교,5506,서울특별시 송파구 올림픽로43길 20
중학교,5308,서울특별시 강동구 상암로 153
중학교,5323,서울특별시 강동구 천중로 57
중학교,5571,서울특별시 송파구 올림픽로4길 16
중학교,5504,서울특별시 송파구 올림픽로35길 130
중학교,5502,서울특별시 송파구 잠실로 12
중학교,5676,서울특별시 송파구 송파대로38길 8
중학교,5728,서울특별시 송파구 동남로 281
중학교,5649,서울특별시 송파구 양재대로 1242
중학교,5660,서울특별시 송파구 오금로35길 20
중학교,5529,서울특별시 송파구 올림픽로 565
중학교,5572,서울특별시 송파구 올림픽로4길 69
중학교,5501,서울특별시 송파구 백제고분로 11
중학교,5238,서울특별시 강동구 고덕로 65
중학교,5300,서울특별시 강동구 명일로24길 25
중학교,5823,서울특별시 송파구 동남로 203
중학교,5853,서울특별시 송파구 위례순환로 429
중학교,5654,서울특별시 송파구 양재대로72길 41
중학교,5306,서울특별시 강동구 구천면로 396
중학교,5396,서울특별시 강동구 성안로7길 36
중학교,5706,서울특별시 송파구 송이로15길 13
중학교,5541,서울특별시 송파구 강동대로 232
중학교,5282,서울특별시 강동구 천호대로219길 61
중학교,5742,서울특별시 송파구 오금로49길 18
중학교,5649,서울특별시 송파구 양재대로 1278
중학교,5234,서울특별시 강동구 고덕로 227
중학교,5598,서울특별시 송파구 삼학사로 11
중학교,5546,서울특별시 송파구 오금로11길 64
중학교,5645,서울특별시 송파구 오금로29길 31
중학교,5811,서울특별시 송파구 충민로 99
중학교,5797,서울특별시 송파구 문정로 73
중학교,5230,서울특별시 강동구 양재대로156길 57
중학교,5367,서울특별시 강동구 진황도로61길 25-30
중학교,5339,서울특별시 강동구 진황도로 72
중학교,5412,서울특별시 강동구 강동대로 305
중학교,5225,서울특별시 강동구 동남로82길 94
중학교,5789,서울특별시 송파구 양산로2길 30
중학교,5236,서울특별시 강동구 고덕로27길 12
중학교,5285,서울특별시 강동구 상일로12길 56
중학교,5208,서울특별시 강동구 풍산로 237
중학교,5831,서울특별시 송파구 중대로10길 40-18
중학교,5673,서울특별시 송파구 송이로 45
중학교,2796,서울특별시 성북구 월곡로 36
중학교,2736,서울특별시 성북구 종암로 208
중학교,1211,서울특별시 강북구 도봉로13가길 19
중학교,2835,서울특별시 성북구 성북로14가길 23
중학교,2876,서울특별시 성북구 삼선교로16길 118
중학교,1237,서울특별시 강북구 월계로 61
중학교,1133,서울특별시 강북구 솔매로49길 20
중학교,1174,서울특별시 강북구 도봉로29길 52
중학교,2840,서울특별시 성북구 북악산로 918
중학교,1006,서울특별시 강북구 삼양로155길 37-9
중학교,2834,서울특별시 성북구 성북로8길 71
중학교,2763,서울특별시 성북구 한천로 660-30
중학교,2828,서울특별시 성북구 북악산로 870
중학교,2708,서울특별시 성북구 정릉로 161
중학교,2723,서울특별시 성북구 길음로 144
중학교,1095,서울특별시 강북구 화계사길 63
중학교,2809,서울특별시 성북구 종암로5길 80-17
중학교,2743,서울특별시 성북구 장위로4길 70
중학교,1015,서울특별시 강북구 인수봉로75길 10
중학교,2773,서울특별시 성북구 장월로 6
중학교,2843,서울특별시 성북구 고려대로17가길 46
중학교,1095,서울특별시 강북구 인수봉로37길 40
중학교,1061,서울특별시 강북구 한천로122길 21
중학교,2782,서울특별시 성북구 한천로 526
중학교,2833,서울특별시 성북구 동소문로3길 69
중학교,1198,서울특별시 강북구 삼양로19길 141
중학교,2812,서울특별시 성북구 정릉로12길 41
중학교,1137,서울특별시 강북구 오현로35길 87
중학교,1190,서울특별시 강북구 인수봉로 39
중학교,2808,서울특별시 성북구 북악산로 935
중학교,1051,서울특별시 강북구 한천로150길 67
중학교,6799,서울특별시 서초구 청계산로7길 9-20
중학교,6374,서울특별시 강남구 자곡로 81
중학교,6183,서울특별시 강남구 역삼로 541
중학교,6213,서울특별시 강남구 선릉로85길 27
중학교,6344,서울특별시 강남구 일원로8길 37
중학교,6264,서울특별시 강남구 남부순환로359길 36
중학교,6277,서울특별시 강남구 남부순환로 2807
중학교,6548,서울특별시 서초구 신반포로 56-7
중학교,6565,서울특별시 서초구 동광로12길 84
중학교,6700,서울특별시 서초구 효령로2길 123-5
중학교,6278,서울특별시 강남구 도곡로64길 21
중학교,6010,서울특별시 강남구 압구정로61길 36
중학교,6689,서울특별시 서초구 방배중앙로3길 32
중학교,6544,서울특별시 서초구 사평대로45길 10
중학교,6765,서울특별시 서초구 성촌길 14
중학교,6219,서울특별시 강남구 도곡로43길 10
중학교,6093,서울특별시 강남구 선릉로116길 57
중학교,6050,서울특별시 강남구 도산대로38길 27
중학교,6780,서울특별시 서초구 동산로 55
중학교,6003,서울특별시 강남구 압구정로 225
중학교,6000,서울특별시 강남구 압구정로 123
중학교,6504,서울특별시 서초구 신반포로19길 26
중학교,6516,서울특별시 서초구 나루터로 27
중학교,6023,서울특별시 강남구 압구정로36길 17
중학교,6348,서울특별시 강남구 광평로59길 57
중학교,6670,서울특별시 서초구 반포대로13길 48
중학교,6617,서울특별시 서초구 서운로21길 2
중학교,6623,서울특별시 서초구 서운로 115
중학교,6079,서울특별시 강남구 영동대로128길 59
중학교,6589,서울특별시 서초구 동광로 144
중학교,6502,서울특별시 서초구 신반포로 67
중학교,6273,서울특별시 강남구 언주로57길 31
중학교,6299,서울특별시 강남구 남부순환로378길 39
중학교,6289,서울특별시 강남구 양재천로 321
중학교,6362,서울특별시 강남구 광평로20길 7
중학교,6183,서울특별시 강남구 역삼로87길 26
중학교,6318,서울특별시 강남구 선릉로 103
중학교,6521,서울특별시 서초구 신반포로33길 39
중학교,6321,서울특별시 강남구 선릉로 9
중학교,6328,서울특별시 강남구 영동대로 101
중학교,7810,서울특별시 강서구 마곡서1로 16
중학교,7638,서울특별시 강서구 강서로45길 70
중학교,7958,서울특별시 양천구 목동중앙남로 27
중학교,7985,서울특별시 양천구 안양천로 1039
중학교,7736,서울특별시 강서구 등촌로13아길 20
중학교,8099,서울특별시 양천구 목동동로2길 68
중학교,7633,서울특별시 강서구 강서로47길 34-10
중학교,7576,서울특별시 강서구 화곡로 403
중학교,7664,서울특별시 강서구 공항대로 484-12
중학교,7640,서울특별시 강서구 강서로45길 91-44
중학교,7598,서울특별시 강서구 마곡중앙5로 58
중학교,7764,서울특별시 강서구 강서로17나길 86
중학교,7984,서울특별시 양천구 목동서로 31
중학교,7536,서울특별시 강서구 양천로67가길 83
중학교,7535,서울특별시 강서구 양천로69길 35
중학교,8037,서울특별시 양천구 지양로7길 32
중학교,7912,서울특별시 양천구 남부순환로 380
중학교,7947,서울특별시 양천구 목동중앙북로 49
중학교,7935,서울특별시 양천구 중앙로 319
중학교,7902,서울특별시 양천구 남부순환로29길 35
중학교,7902,서울특별시 양천구 남부순환로29길 25
중학교,7909,서울특별시 양천구 가로공원로55길 19
중학교,8091,서울특별시 양천구 중앙로 206
중학교,7981,서울특별시 양천구 목동중앙로 88
중학교,8061,서울특별시 양천구 중앙로29길 109
중학교,7642,서울특별시 강서구 수명로2길 16
중학교,7628,서울특별시 강서구 남부순환로 121
중학교,7529,서울특별시 강서구 허준로 36
중학교,7508,서울특별시 강서구 금낭화로 210
중학교,7669,서울특별시 강서구 등촌로51나길 35
중학교,7621,서울특별시 강서구 개화동로27길 9
중학교,7515,서울특별시 강서구 금낭화로 268
중학교,8018,서울특별시 양천구 목동동로8길 70
중학교,7996,서울특별시 양천구 목동동로 235
중학교,8010,서울특별시 양천구 목동동로 172
중학교,7576,서울특별시 강서구 화곡로65길 50
중학교,7585,서울특별시 강서구 공항대로39길 39
중학교,8080,서울특별시 양천구 신정로 213
중학교,7618,서울특별시 강서구 방화대로 241
중학교,7533,서울특별시 강서구 양천로59길 31
중학교,8047,서울특별시 양천구 남부순환로 604
중학교,3087,서울특별시 종로구 대학로 64
중학교,4500,서울특별시 중구 환일길 47
중학교,4566,서울특별시 중구 을지로 299
중학교,4384,서울특별시 용산구 녹사평대로 73
중학교,3047,서울특별시 종로구 창의문로 51
중학교,4516,서울특별시 중구 정동길 22
중학교,3051,서울특별시 종로구 창덕궁길 164
중학교,4603,서울특별시 중구 동호로15길 93
중학교,4603,서울특별시 중구 동호로15길 93-34
중학교,4353,서울특별시 용산구 두텁바위로 74
중학교,4423,서울특별시 용산구 이촌로65가길 91
중학교,4396,서울특별시 용산구 보광로7길 17
중학교,4313,서울특별시 용산구 청파로 263
중학교,4361,서울특별시 용산구 원효로19길 49
중학교,4314,서울특별시 용산구 원효로97길 33-4
중학교,3016,서울특별시 종로구 홍지문2길 20
중학교,4338,서울특별시 용산구 신흥로3가길 66
중학교,3039,서울특별시 종로구 필운대로1길 34
중학교,4305,서울특별시 용산구 효창원로 258
중학교,3083,서울특별시 종로구 대학로 156
중학교,4548,서울 중구 마른내로9길 10
중학교,3062,서울특별시 종로구 율곡로3길 49
중학교,3029,서울특별시 종로구 사직로 9
중학교,4592,서울특별시 중구 매봉18길 111
중학교,4587,서울특별시 중구 청구로 6
중학교,3067,서울특별시 종로구 혜화로 74
중학교,1372,서울특별시 도봉구 우이천로 432
중학교,1832,서울특별시 노원구 공릉로 265
중학교,1791,서울특별시 노원구 노원로 261-8
중학교,1801,서울특별시 노원구 화랑로51나길 51
중학교,1672,서울특별시 노원구 한글비석로 506
중학교,1424,서울특별시 도봉구 노해로66길 60
중학교,1483,서울특별시 도봉구 노해로62길 33
중학교,1338,서울특별시 도봉구 방학로 32
중학교,1776,서울특별시 노원구 동일로203길 87
중학교,1787,서울특별시 노원구 공릉로 420
중학교,1712,서울특별시 노원구 덕릉로76길 23
중학교,1438,서울특별시 도봉구 노해로49길 69
중학교,1717,서울특별시 노원구 덕릉로82길 64
중학교,1741,서울특별시 노원구 덕릉로 580
중학교,1877,서울특별시 노원구 월계로45가길 54
중학교,1678,서울특별시 노원구 노원로 492
중학교,1874,서울특별시 노원구 월계로45가길 9
중학교,1874,서울 노원구 월계로45길 92
중학교,1755,서울특별시 노원구 동일로216길 42
중학교,1359,서울특별시 도봉구 시루봉로 156
중학교,1443,서울특별시 도봉구 도봉로115길 16
중학교,1602,서울특별시 노원구 동일로 1729
중학교,1375,서울특별시 도봉구 시루봉로 53
중학교,1670,서울특별시 노원구 수락산로 182
중학교,1758,서울특별시 노원구 덕릉로 553
중학교,1705,서울특별시 노원구 노원로 398
중학교,1716,서울특별시 노원구 덕릉로86길 29-15
중학교,1619,서울특별시 노원구 동일로227길 61
