학교종류명,도로명우편번호,도로명주소
중학교,1747,서울특별시 노원구 한글비석로5길 45
중학교,1305,서울특별시 도봉구 도봉로169가길 33
중학교,1432,서울특별시 도봉구 도봉로129길 50
중학교,1358,서울특별시 도봉구 시루봉로 188
중학교,1329,서울특별시 도봉구 마들로 671
중학교,1905,서울특별시 노원구 월계로 376
중학교,1613,서울특별시 노원구 동일로231길 24
중학교,1764,서울특별시 노원구 동일로213길 26
중학교,1419,서울특별시 도봉구 노해로70길 95
중학교,1890,서울특별시 노원구 광운로1길 24
중학교,1823,서울특별시 노원구 노원로1길 42
중학교,7390,서울특별시 영등포구 신길로28길 43
중학교,8362,서울특별시 구로구 연동로 239-2
중학교,8364,서울특별시 구로구 천왕로 63
중학교,8566,서울특별시 금천구 독산로50길 60
중학교,7322,서울특별시 영등포구 여의동로3길 3
중학교,8258,서울특별시 구로구 부일로 917
중학교,8242,서울특별시 구로구 고척로27바길 19
중학교,8363,서울특별시 구로구 오리로9길 25
중학교,7310,서울특별시 영등포구 영등포로62길 31
중학교,8370,서울특별시 구로구 도림로20길 35
중학교,8299,서울특별시 구로구 가마산로27길 17
중학교,7411,서울특별시 영등포구 대림로31나길 17
중학교,7341,서울특별시 영등포구 국제금융로7길 46
중학교,7293,서울특별시 영등포구 당산로 56
중학교,8597,서울특별시 금천구 한내로 69-44
중학교,8207,서울특별시 구로구 경인로63길 74
중학교,8650,서울특별시 금천구 시흥대로38길 60
중학교,8533,서울특별시 금천구 시흥대로147길 34
중학교,7211,서울특별시 영등포구 선유로 213
중학교,8634,서울특별시 금천구 시흥대로47길 45
중학교,8551,서울특별시 금천구 독산로102길 78
중학교,7283,서울특별시 영등포구 선유서로13길 6
중학교,8656,서울특별시 금천구 탑골로10길 45
중학교,7397,서울특별시 영등포구 도림로80가길 14
중학교,7442,서울특별시 영등포구 시흥대로185길 6
중학교,7224,서울특별시 영등포구 버드나루로 160
중학교,7213,서울특별시 영등포구 당산로41길 12
중학교,8549,서울특별시 금천구 문성로 67
중학교,8324,서울특별시 구로구 구일로 90-133
중학교,8303,서울특별시 구로구 구로중앙로 48
중학교,8225,서울특별시 구로구 중앙로3길 20
중학교,8238,서울특별시 구로구 경인로 301
중학교,8351,서울특별시 구로구 개봉로11길 81
중학교,8250,서울특별시 구로구 고척로21나길 68
중학교,8584,서울특별시 금천구 시흥대로115길 48
중학교,3709,서울특별시 서대문구 수색로 100-75
중학교,3967,서울특별시 마포구 성미산로 51
중학교,3648,서울특별시 서대문구 연희로41길 94
중학교,3771,서울특별시 서대문구 북아현로1길 24
중학교,3481,서울특별시 은평구 가좌로5길 5
중학교,4102,서울특별시 마포구 백범로1길 56
중학교,3302,서울특별시 은평구 진관4로 36
중학교,3493,서울특별시 은평구 증산로5길 27-30
중학교,3762,서울특별시 서대문구 북아현로11가길 7
중학교,3934,서울특별시 마포구 월드컵북로38길 25
중학교,3652,서울특별시 서대문구 연희로37안길 51
중학교,3746,서울특별시 서대문구 경기대로 65
중학교,3620,서울특별시 서대문구 세검정로4길
중학교,3765,서울특별시 서대문구 성산로 520
중학교,3429,서울특별시 은평구 갈현로17나길 12-1
중학교,3412,서울특별시 은평구 연서로 117
중학교,3475,서울특별시 은평구 백련산로 134-6
중학교,3670,서울특별시 서대문구 증가로 170
중학교,3338,서울특별시 은평구 연서로41길 30
중학교,3342,서울특별시 은평구 연서로33길 16-32
중학교,3496,서울특별시 은평구 증산서길 125-6
중학교,3718,서울특별시 서대문구 연희로36길 32
중학교,4117,서울특별시 마포구 마포대로 247
중학교,3717,서울특별시 서대문구 모래내로 408
중학교,4087,서울특별시 마포구 신수로 49
중학교,3310,서울특별시 은평구 진관1로 77-30
중학교,3445,서울특별시 은평구 은평터널로7길 6
중학교,4126,서울특별시 마포구 숭문길 99
중학교,3965,서울특별시 마포구 성산로4길 42
중학교,4072,서울특별시 마포구 성지1길 32-13
중학교,3951,서울특별시 마포구 모래내로9길 16
중학교,3327,서울특별시 은평구 서오릉로20길 19
중학교,3322,서울특별시 은평구 갈현로29길 27
중학교,4140,서울특별시 마포구 백범로25길 34
중학교,3704,서울특별시 서대문구 연희로11마길 9-6
중학교,3907,서울특별시 마포구 상암산로1길 26
중학교,3447,서울특별시 은평구 증산로15길 61
중학교,3359,서울특별시 은평구 불광로 180
중학교,3656,서울특별시 서대문구 명지2길 56
중학교,3735,서울특별시 서대문구 독립문로 49
중학교,4140,서울특별시 마포구 백범로 139
중학교,3433,서울특별시 은평구 가좌로 400
중학교,3322,서울특별시 은평구 갈현로29길 51-24
중학교,3429,서울특별시 은평구 갈현로15길 20-23
중학교,4097,서울 마포구 신수로8길 20
중학교,3977,서울특별시 마포구 성미산로 111
중학교,2498,서울특별시 동대문구 망우로18나길 20
중학교,2503,서울특별시 동대문구 한천로 247
중학교,2174,서울특별시 중랑구 봉우재로58길 39
중학교,2040,서울특별시 중랑구 공릉로2길 60-25
중학교,2461,서울특별시 동대문구 왕산로 301
중학교,2193,서울특별시 중랑구 용마산로 364
중학교,2047,서울특별시 중랑구 동일로140길 33
중학교,2480,서울특별시 동대문구 홍릉로15길 50
중학교,2506,서울특별시 동대문구 사가정로13길 67
중학교,2511,서울특별시 동대문구 장안벚꽃로 291
중학교,2506,서울특별시 동대문구 사가정로13길 71
중학교,2640,서울특별시 동대문구 답십리로72길 158
중학교,2088,서울특별시 중랑구 동일로 780
중학교,2022,서울특별시 중랑구 신내로23길 57
중학교,2254,서울특별시 중랑구 면목로28길 18
중학교,2061,서울특별시 중랑구 망우로73길 56
중학교,2075,서울특별시 중랑구 봉화산로 162
중학교,2592,서울특별시 동대문구 천호대로47길 34
중학교,2057,서울특별시 중랑구 양원역로 67
중학교,2575,서울특별시 동대문구 왕산로23길 55
중학교,2081,서울특별시 중랑구 상봉중앙로8나길 28
중학교,2179,서울특별시 중랑구 망우로70길 89
중학교,2193,서울특별시 중랑구 용마산로70길 37
중학교,2062,서울특별시 중랑구 양원역로 32
중학교,2553,서울특별시 동대문구 사가정로 59
중학교,2520,서울특별시 동대문구 장안벚꽃로 201
중학교,2581,서울특별시 동대문구 안암로 6
중학교,2447,서울특별시 동대문구 경희대로 26
중학교,2447,서울특별시 동대문구 경희대로 26
고등학교,4388,서울특별시 용산구 서빙고로 24
고등학교,1832,서울특별시 노원구 공릉로 257
고등학교,1878,서울특별시 노원구 초안산로 12
고등학교,7736,서울특별시 강서구 등촌로13아길 20
고등학교,3094,서울특별시 종로구 지봉로17길 49
고등학교,3390,서울특별시 은평구 통일로 793
고등학교,6278,서울특별시 강남구 도곡로64길 21
고등학교,8847,서울특별시 관악구 광신길 141
고등학교,2828,서울특별시 성북구 북악산로 870
고등학교,4502,서울특별시 중구 만리재로37길 30
고등학교,8831,서울특별시 관악구 청룡16길 25
고등학교,6373,서울특별시 강남구 자곡로 152
고등학교,4727,서울특별시 성동구 금호로 118
고등학교,4701,서울특별시 성동구 마장로 156
고등학교,3453,서울특별시 은평구 은평로6길 16
고등학교,3327,서울특별시 은평구 서오릉로20길 19
고등학교,2720,서울특별시 성북구 길음로 63
고등학교,7597,서울특별시 강서구 방화대로34길 13
고등학교,4592,서울특별시 중구 매봉18길 111
고등학교,5225,서울특별시 강동구 동남로 964
고등학교,8051,서울특별시 양천구 신정이펜1로 11
고등학교,8656,서울특별시 금천구 탑골로10길 45
고등학교,8248,서울특별시 구로구 오리로21길 2
고등학교,2736,서울특별시 성북구 종암로 196
고등학교,5306,서울특별시 강동구 구천면로 396
고등학교,3709,서울특별시 서대문구 수색로 100-35
고등학교,2511,서울특별시 동대문구 한천로 290
고등학교,5501,서울특별시 송파구 백제고분로 21
고등학교,8723,서울특별시 관악구 성현로 57
고등학교,2796,서울특별시 성북구 월곡로 6
고등학교,7638,서울특별시 강서구 강서로45길 70
고등학교,1721,서울특별시 노원구 중계로16나길 13
고등학교,3977,서울특별시 마포구 성미산로 111
고등학교,2834,서울특별시 성북구 성북로8길 71
고등학교,2057,서울특별시 중랑구 양원역로 67
고등학교,1375,서울특별시 도봉구 시루봉로 53
고등학교,1199,서울특별시 강북구 삼양로19길 40
고등학교,5237,서울특별시 강동구 고덕로25길 17
고등학교,3312,서울특별시 은평구 통일로 961
고등학교,7529,서울특별시 강서구 허준로 50
고등학교,7909,서울특별시 양천구 가로공원로61길 19
고등학교,3306,서울특별시 은평구 진관2로 57-57
고등학교,1773,서울특별시 노원구 섬밭로 299
고등학교,5811,서울특별시 송파구 충민로 115
고등학교,5213,서울특별시 강동구 아리수로98길 40
고등학교,3305,서울특별시 은평구 연서로 535
고등학교,6003,서울특별시 강남구 압구정로39길 20
고등학교,5282,서울특별시 강동구 천호대로219길 61
고등학교,4129,서울특별시 마포구 마포대로11길 44-80
고등학교,1874,서울특별시 노원구 월계로45가길 9
고등학교,3322,서울특별시 은평구 갈현로29길 27
고등학교,4628,서울특별시 중구 소파로2길
고등학교,8249,서울특별시 구로구 오리로22나길 16-26
고등학교,4566,서울특별시 중구 퇴계로 375
고등학교,1338,서울특별시 도봉구 마들로 598
고등학교,1190,서울특별시 강북구 인수봉로 39
고등학교,4768,서울특별시 성동구 서울숲길 18
고등학교,7635,서울특별시 강서구 수명로2길 15
고등학교,8200,서울특별시 구로구 경인로67길 159
고등학교,3302,서울특별시 은평구 진관4로 26
고등학교,3428,서울특별시 은평구 갈현로15길 51
고등학교,1174,서울특별시 강북구 도봉로29길 52
고등학교,4731,서울특별시 성동구 동호로5길 131
고등학교,7589,서울특별시 강서구 화곡로 379
고등학교,3057,서울특별시 종로구 계동길 84-10
고등학교,7206,서울특별시 영등포구 선유로55길 22
고등학교,8217,서울특별시 구로구 경인로53가길 17
고등학교,2505,서울특별시 동대문구 전농로20길 31
고등학교,3066,서울특별시 종로구 성균관로13길 40
고등학교,8258,서울특별시 구로구 오리로21길 79
고등학교,5742,서울특별시 송파구 오금로49길 18
고등학교,2505,서울특별시 동대문구 전농로20길 31
고등학교,3412,서울특별시 은평구 연서로 117
고등학교,6761,서울특별시 서초구 과천대로 852-23
고등학교,4764,서울특별시 성동구 왕십리로 199
고등학교,3903,서울특별시 마포구 월드컵북로 445
고등학교,2041,서울특별시 중랑구 숙선옹주로 82
고등학교,2708,서울특별시 성북구 정릉로 161
고등학교,8021,서울특별시 양천구 목동로11길 46
고등학교,4761,서울특별시 성동구 마조로 42
고등학교,1372,서울특별시 도봉구 우이천로 432
고등학교,8021,서울특별시 양천구 은행정로 42
고등학교,7531,서울특별시 강서구 허준로 227
고등학교,2061,서울특별시 중랑구 망우로73길 56
고등학교,5038,서울특별시 광진구 광나루로36길 47
고등학교,8099,서울특별시 양천구 목동동로2길 68
고등학교,4140,서울특별시 마포구 백범로 139
고등학교,6352,서울특별시 강남구 광평로39길 93
고등학교,8714,서울특별시 관악구 은천로15길 25
고등학교,6363,서울특별시 강남구 광평로20길 63
고등학교,4571,서울특별시 중구 다산로 290
고등학교,1736,서울특별시 노원구 중계로 155
고등학교,1874,서울특별시 노원구 초안산로5길 66
고등학교,7209,서울특별시 영등포구 선유로 227
고등학교,8248,서울특별시 구로구 오리로 1355-10
고등학교,5555,서울특별시 송파구 석촌호수로 93
고등학교,1412,서울특별시 도봉구 노해로69길 150
고등학교,2075,서울특별시 중랑구 봉화산로 174
고등학교,5809,서울특별시 송파구 송이로34길 62
고등학교,7580,서울특별시 강서구 공항대로39길 115
고등학교,1302,서울특별시 도봉구 도봉산길 27
고등학교,4779,서울특별시 성동구 성수일로 27
고등학교,8833,서울특별시 관악구 관악로 85
고등학교,1874,서울특별시 노원구 월계로45가길 9
고등학교,1758,서울특별시 노원구 덕릉로 553
고등학교,1717,서울특별시 노원구 덕릉로82길 54
고등학교,5645,서울특별시 송파구 오금로27길 18
고등학교,1318,서울특별시 도봉구 마들로 849
고등학교,4346,서울특별시 용산구 회나무로12길 27
고등학교,8821,서울특별시 관악구 호암로 546
고등학교,1675,서울특별시 노원구 노원로 586
고등학교,8275,서울특별시 구로구 경인로46길 31
고등학교,1483,서울특별시 도봉구 노해로62길 7
고등학교,8551,서울특별시 금천구 문성로 64
고등학교,1602,서울특별시 노원구 동일로245길 143
고등학교,1672,서울특별시 노원구 한글비석로 506
고등학교,3759,서울특별시 서대문구 성산로 560
고등학교,8248,서울특별시 구로구 오리로21길 2
고등학교,3337,서울특별시 은평구 통일로92가길 33
고등학교,4314,서울특별시 용산구 원효로97길 33-4
고등학교,4566,서울특별시 중구 을지로 299
고등학교,2480,서울특별시 동대문구 홍릉로15길 50
고등학교,5676,서울특별시 송파구 송파대로38길 8
고등학교,8360,서울특별시 구로구 경인로 8
고등학교,7524,서울특별시 강서구 허준로5길 15
고등학교,6324,서울특별시 강남구 개포로 410
고등학교,8833,서울특별시 관악구 관악로 85
고등학교,8357,서울특별시 구로구 서해안로21길 5-12
고등학교,1890,서울특별시 노원구 광운로1길 24
고등학교,2511,서울특별시 동대문구 겸재로 21
고등학교,5771,서울특별시 송파구 양산로 21
고등학교,4780,서울특별시 성동구 뚝섬로 365
고등학교,6955,서울특별시 동작구 대방동1길 46
고등학교,3047,서울특별시 종로구 자하문로 136
고등학교,1810,서울특별시 노원구 공릉로 264
고등학교,7514,서울특별시 강서구 방화대로47길 9
고등학교,6183,서울특별시 강남구 역삼로 541
고등학교,2503,서울특별시 동대문구 한천로 247
고등학교,4500,서울특별시 중구 환일길 47
고등학교,7640,서울특별시 강서구 강서로45길 69
고등학교,3967,서울특별시 마포구 성미산로 51
고등학교,2835,서울특별시 성북구 성북로14가길 23
고등학교,2174,서울특별시 중랑구 봉우재로58길 39
고등학교,1749,서울특별시 노원구 노원로16길 2
고등학교,6000,서울특별시 강남구 압구정로 127
고등학교,5279,서울특별시 강동구 동남로 832
고등학교,5279,서울특별시 강동구 동남로 832
고등학교,2876,서울특별시 성북구 삼선교로16길 117
고등학교,3771,서울특별시 서대문구 북아현로1길 24
고등학교,7507,서울특별시 강서구 양천로11길 47
고등학교,1795,서울특별시 노원구 화랑로 815
고등학교,7732,서울특별시 강서구 등촌로13길 110
고등학교,7984,서울특별시 양천구 목동서로 15
고등학교,3481,서울특별시 은평구 가좌로5길 5
고등학교,1672,서울특별시 노원구 한글비석로 506
고등학교,1237,서울특별시 강북구 월계로 61
고등학교,6213,서울특별시 강남구 선릉로85길 27
고등학교,8002,서울특별시 양천구 목동로 170
고등학교,3762,서울특별시 서대문구 북아현로11가길 7
고등학교,6277,서울특별시 강남구 선릉로 207
고등학교,3051,서울특별시 종로구 창덕궁길 164
고등학교,6350,서울특별시 강남구 일원로14길 22
고등학교,6338,서울특별시 강남구 일원로 7
고등학교,1438,서울특별시 도봉구 노해로49길 69
고등학교,5571,서울특별시 송파구 올림픽로4길 16
고등학교,1717,서울특별시 노원구 덕릉로82길 64
고등학교,7316,서울특별시 영등포구 영등포로64길 26
고등학교,4603,서울특별시 중구 동호로15길 93
고등학교,5676,서울특별시 송파구 송파대로38길 8
고등학교,3746,서울특별시 서대문구 경기대로 65
고등학교,4516,서울특별시 중구 통일로4길 30
고등학교,4516,서울특별시 중구 정동길
고등학교,6264,서울특별시 강남구 남부순환로359길 36
고등학교,8258,서울특별시 구로구 부일로 917
고등학교,1687,서울특별시 노원구 동일로 1461
고등학교,2843,서울특별시 성북구 고려대로17가길 46
고등학교,4396,서울특별시 용산구 보광로7길 17
고등학교,3412,서울특별시 은평구 연서로 117
고등학교,1211,서울특별시 강북구 도봉로13가길 19
고등학교,5529,서울특별시 송파구 올림픽로 565
고등학교,7669,서울특별시 강서구 등촌로51가길 26
고등학교,1721,서울특별시 노원구 중계로16나길 13
고등학교,8831,서울특별시 관악구 청룡16길 25
고등학교,6065,서울특별시 강남구 선릉로 742
고등학교,8108,서울특별시 양천구 신정로14길 13
고등학교,7985,서울특별시 양천구 안양천로 1039
고등학교,1133,서울특별시 강북구 솔매로49길 20
고등학교,4313,서울특별시 용산구 청파로 263
고등학교,6944,서울특별시 동작구 여의대방로36길 79
고등학교,3445,서울특별시 은평구 은평터널로7길 6
고등학교,4126,서울특별시 마포구 숭문길 99
고등학교,6277,서울특별시 강남구 남부순환로 2807
고등학교,2057,서울특별시 중랑구 양원역로 67
고등학교,2062,서울특별시 중랑구 양원역로 50
고등학교,6548,서울특별시 서초구 신반포로 56-7
고등학교,6548,서울특별시 서초구 신반포로 56-7
고등학교,4361,서울특별시 용산구 원효로19길 49
고등학교,2840,서울특별시 성북구 동소문로26가길 80
고등학교,8773,서울특별시 관악구 남부순환로156길 39
고등학교,6946,서울특별시 동작구 대방동길 74
고등학교,4991,서울특별시 광진구 천호대로 664
고등학교,3327,서울특별시 은평구 서오릉로20길 19
고등학교,3322,서울특별시 은평구 갈현로29길 27
고등학교,1375,서울특별시 도봉구 시루봉로 53
고등학교,1489,서울특별시 도봉구 덕릉로66길 22
고등학교,3011,서울특별시 종로구 평창문화로 70
고등학교,6348,서울특별시 강남구 광평로51길 36
고등학교,8802,서울특별시 관악구 남부순환로247길 26
고등학교,,
고등학교,6565,서울특별시 서초구 동광로12길 84
고등학교,1745,서울특별시 노원구 한글비석로5길 18
고등학교,5282,서울특별시 강동구 천호대로219길 61
고등학교,6707,서울특별시 서초구 명달로 45
고등학교,3016,서울특별시 종로구 홍지문2길 20
고등학교,4338,서울특별시 용산구 신흥로3가길 66
고등학교,5649,서울특별시 송파구 양재대로 1278
고등학교,8080,서울특별시 양천구 신정로13길 16
고등학교,3039,서울특별시 종로구 필운대로1길 34
고등학교,5234,서울특별시 강동구 고덕로 227
고등학교,4305,서울특별시 용산구 효창원로 258
고등학교,5598,서울특별시 송파구 삼학사로 11
고등학교,8821,서울특별시 관악구 호암로 546
고등학교,8634,서울특별시 금천구 시흥대로47길 45
고등학교,3656,서울특별시 서대문구 명지2길 56
고등학교,7633,서울특별시 강서구 강서로47길 34-10
고등학교,7633,서울특별시 강서구 강서로47길 34-10
고등학교,7633,서울특별시 강서구 강서로47길 34-10
고등학교,7576,서울특별시 강서구 화곡로 403
고등학교,8656,서울특별시 금천구 탑골로10길 45
고등학교,3083,서울특별시 종로구 대학로 156
고등학교,5412,서울특별시 강동구 강동대로 305
고등학교,3390,서울특별시 은평구 통일로 793
고등학교,6700,서울특별시 서초구 효령로2길 123-5
고등학교,2520,서울특별시 동대문구 장안벚꽃로 201
고등학교,7640,서울특별시 강서구 강서로45길 91-44
고등학교,7640,서울특별시 강서구 강서로45길 91-44
고등학교,3061,서울특별시 종로구 율곡로3길 50
고등학교,1785,서울특별시 노원구 공릉로 438
고등학교,1807,서울특별시 노원구 공릉로62가길 47
고등학교,2713,서울특별시 성북구 서경로 116
고등학교,7672,서울특별시 강서구 등촌로 105
고등학교,4939,서울특별시 광진구 용마산로22길 26
고등학교,4939,서울특별시 광진구 용마산로22길 26
고등학교,4939,서울특별시 광진구 용마산로22길 26
고등학교,3029,서울특별시 종로구 사직로 9
고등학교,3322,서울특별시 은평구 갈현로29길 51-24
고등학교,2581,서울특별시 동대문구 안암로 6
고등학교,6278,서울특별시 강남구 도곡로64길 21
고등학교,8854,서울특별시 관악구 난곡로34길 80
고등학교,7909,서울특별시 양천구 남부순환로30길 17
고등학교,7909,서울특별시 양천구 남부순환로30길 17
고등학교,8847,서울특별시 관악구 광신길 141
고등학교,4097,서울특별시 마포구 신수로8길 20
고등학교,5225,서울특별시 강동구 동남로 968
고등학교,2447,서울특별시 동대문구 경희대로 26
고등학교,2447,서울특별시 동대문구 경희대로 26
고등학교,3067,서울특별시 종로구 혜화로 74
고등학교,3977,서울특별시 마포구 성미산로 111
고등학교,7589,서울특별시 강서구 화곡로63길 40
고등학교,6995,서울특별시 동작구 동작대로 171
고등학교,5029,서울특별시 광진구 능동로 120
고등학교,7958,서울특별시 양천구 목동중앙남로 27
고등학교,5279,서울특별시 강동구 구천면로 572
고등학교,1095,서울특별시 강북구 인수봉로 127
고등학교,3732,서울특별시 서대문구 통일로 279-79
고등학교,2021,서울특별시 중랑구 신내로23길 36
고등학교,2461,서울특별시 동대문구 왕산로 303
고등학교,6009,서울특별시 강남구 압구정로 419
고등학교,5649,서울특별시 송파구 양재대로 1240
고등학교,2047,서울특별시 중랑구 봉화산로27길 62
고등학교,4426,서울특별시 용산구 이촌로84길 34
고등학교,5507,서울특별시 송파구 올림픽로33길 71
고등학교,5502,서울특별시 송파구 잠실로 24
고등학교,5069,서울특별시 광진구 뚝섬로37길 28
고등학교,8796,서울특별시 관악구 인헌9길 74
고등학교,4353,서울특별시 용산구 두텁바위로 60
고등학교,5660,서울특별시 송파구 중대로 247
고등학교,7436,서울 영등포구 대방천로14길 18
고등학교,7310,서울특별시 영등포구 영등포로62길 13
고등학교,6933,서울특별시 동작구 등용로8길 5
고등학교,7341,서울특별시 영등포구 국제금융로7가길 13
고등학교,7338,서울특별시 영등포구 국제금융로7길 37
고등학교,6780,서울 서초구 동산로13길 35
고등학교,6750,서울특별시 서초구 남부순환로346길 9
고등학교,8018,서울특별시 양천구 안양천로 739
고등학교,8772,서울특별시 관악구 문성로 119
고등학교,7062,서울특별시 동작구 여의대방로10길 73
고등학교,4579,서울특별시 중구 퇴계로90길 17
고등학교,2782,서울특별시 성북구 한천로70길 30
고등학교,6656,서울특별시 서초구 반포대로27길 29
고등학교,5541,서울특별시 송파구 강동대로 232
고등학교,4140,서울특별시 마포구 백범로25길 34
고등학교,3066,서울특별시 종로구 혜화로 63
고등학교,6669,서울특별시 서초구 효령로 197
고등학교,1761,서울특별시 노원구 노해로 432
고등학교,8815,서울특별시 관악구 신림로 41
고등학교,6598,서울특별시 서초구 고무래로 71
고등학교,4716,서울특별시 성동구 고산자로 197
고등학교,5268,서울특별시 강동구 명일로 350
고등학교,2193,서울특별시 중랑구 용마산로72길 36-14
고등학교,5367,서울특별시 강동구 명일로 140
고등학교,7031,서울특별시 동작구 솔밭로 51
고등학교,7397,서울특별시 영등포구 도림로86길 16
고등학교,8712,서울특별시 관악구 봉천로21길 108
고등학교,8650,서울특별시 금천구 시흥대로38길 26
고등학교,8080,서울특별시 양천구 신정로 213
고등학교,8324,서울특별시 구로구 구일로 90-51
고등학교,8299,서울특별시 구로구 가마산로27길 45
고등학교,5104,서울특별시 광진구 자양로3가길 31
고등학교,4973,서울특별시 광진구 아차산로70길 17-16
고등학교,7278,서울특별시 영등포구 영등포로6길 26
고등학교,7597,서울특별시 강서구 방화대로34길 43
고등학교,8239,서울특별시 구로구 중앙로15길 162
고등학교,3047,서울특별시 종로구 자하문로28가길 9
고등학교,2870,서울특별시 성북구 보문로29길 49
고등학교,6324,서울특별시 강남구 삼성로 29
고등학교,6086,서울특별시 강남구 영동대로 643
고등학교,6324,서울특별시 강남구 개포로 402
고등학교,5678,서울특별시 송파구 송이로 42
고등학교,8650,서울특별시 금천구 시흥대로38길 62
고등학교,6311,서울특별시 강남구 개포로22길 65
